Firm Name,1990-03,1990-04,1990-05,1990-06,1990-07,1990-08,1990-09,1990-10,1990-11,1990-12,1991-01,1991-02,1991-03,1991-04,1991-05,1991-06,1991-07,1991-08,1991-09,1991-10,1991-11,1991-12,1992-01,1992-02,1992-03,1992-04,1992-05,1992-06,1992-07,1992-08,1992-09,1992-10,1992-11,1992-12,1993-01,1993-02,1993-03,1993-04,1993-05,1993-06,1993-07,1993-08,1993-09,1993-10,1993-11,1993-12,1994-01,1994-02,1994-03,1994-04,1994-05,1994-06,1994-07,1994-08,1994-09,1994-10,1994-11,1994-12,1995-01,1995-02,1995-03,1995-04,1995-05,1995-06,1995-07,1995-08,1995-09,1995-10,1995-11,1995-12,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07
BACQ_71-L^J02,-0.0,-0.0,-0.0720973782771535,0.0,0.3780975219824141,-0.0938303341902314,-0.0468085106382978,-0.0,-0.0555555555555556,0.0,0.1351351351351351,-0.025390625,0.0,0.0,-0.0,,-0.0,,0.0,-0.0119047619047618,0.0,-0.0,-0.0235690235690236,0.0,0.0,-0.0,0.0,-0.0330578512396695,-0.0,-0.0,-0.0,0.0,-0.1278688524590163,-0.4360465116279071,-0.1174089068825909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.10586011342155,0.0,-0.0,0.0,-0.0,0.0,0.0829103214890016,-0.0,0.1369863013698631,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0714285714285714,0.0,0.3854166666666666,-0.0508474576271187,0.0,0.0497737556561085,0.0,0.1357142857142856,-0.1239669421487602,0.1273584905660376,-0.0,-0.0,-0.1046511627906976,-0.0,0.0,-0.0,0.0188679245283018,-0.0,-0.0,0.2249999999999998,0.1224489795918367,-0.0465116279069768,0.0,0.0,0.0,0.0,0.1397849462365591,0.8374999999999999,-0.1768707482993197,0.0057803468208093,0.0,-0.1311475409836064,0.0,-0.0,-0.0,-0.0,0.0,-0.0403225806451612,0.0,-0.0,0.0,-0.1262458471760799,0.0,-0.0,-0.0,-0.0,0.0,-0.0857908847184987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJS_W5-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0436858438768201,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0377978635990139,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0445770445770445,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0124028443856457,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.062681510164569,-0.0,-0.0,0.0,0.0,0.0610720562390157,-0.0,-0.0,-0.0839220118677592,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0825568088932482,-0.1118997281787979,0.0,-0.0,0.0241907413853115,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
BALZ_07-L^I10,0.027027027027027,0.0,-0.0,0.0,-0.0,-0.0909090909090909,-0.0333333333333333,0.1379310344827585,-0.0,-0.0,-0.1904761904761903,-0.0588235294117647,0.0,-0.0,-0.0625,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.3636363636363635,0.2857142857142856,-0.1111111111111111,0.1,-0.0,0.5,0.0833333333333332,0.0,-0.0,-0.0,0.0,-0.0,0.857142857142857,-0.0,0.0,0.0,-0.0,0.3076923076923077,-0.0,0.0,-0.1499999999999999,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0606060606060605,-0.0,-0.0,-0.0,-0.0333333333333333,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0833333333333334,-0.0,-0.0,-0.0,0.0,0.0,-0.0384615384615385,0.0,0.096774193548387,0.0357142857142855,0.0,0.0,-0.125,0.0555555555555554,-0.0,0.0,-0.0555555555555555,0.0,0.0,-0.0,-0.0588235294117647,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.1025641025641024,-0.0,0.0,0.0588235294117647,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0166666666666667,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1753246753246753,0.0,0.0,-0.1937499999999998,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.3223684210526315,0.1165048543689319,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0657894736842106,-0.0,-0.0892857142857143,-0.0,0.0,-0.0,-0.0,-0.0833333333333332,0.0,-0.0,0.0,-0.1470588235294117,-0.0,-0.0645161290322581,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0961538461538462,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0322580645161291,0.0,-0.0,0.0,-0.0641025641025641,0.0,-0.0,0.0,-0.0104166666666667,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.1666666666666667,0.1380952380952381,-0.0,0.0,0.0,0.0,0.0,0.0,0.1103202846975088,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0949720670391061,0.0,0.0,0.0,0.0,0.0,0.0,0.0728476821192053,0.0,-0.008108108108108,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAMD_17-L^J98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.2413793103448275,0.0649350649350648,-0.0792682926829269,0.0,-0.0,-0.0,0.0,0.0,0.0847457627118644,-0.0,-0.0202702702702702,0.0,0.0,-0.0,0.0,-0.0148514851485148,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.1316725978647688,0.0911949685534591,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.028776978417266,-0.0,-0.0,0.1848739495798319,-0.375886524822695,-0.0206185567010308,-0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAOH_77-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.1416666666666666,0.0,-0.2337662337662338,-0.2771929824561403,0.1428571428571429,-0.048076923076923,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0169491525423728,0.0,0.0,0.0,-0.0179211469534048,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0049999999999998,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0074074074074073,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBEK_99-L^L95,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0253521126760563,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0171673819742489,-0.0,-0.1465968586387435,0.1871165644171779,-0.0155038759689922,-0.0,0.1963190184049079,-0.0,-0.4104683195592286,-0.1495327102803738,-0.0,0.0,0.0,0.0309734513274335,0.0,-0.0,0.0456621004566211,-0.0,-0.1881188118811881,-0.0121951219512194,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0289855072463767,0.0,-0.0,0.0,0.0,0.1038961038961039,-0.0,0.0,0.0,0.2649006622516555,0.0450450450450448,0.0,-0.0,-0.0090909090909091,0.0,-0.4031007751937985,-0.0276243093922652,-0.0,0.0747126436781608,-0.0588235294117647,0.0,-0.00390625,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBIO_50-L^J00,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.1339285714285715,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.1353383458646617,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0055248618784531,0.0,0.0571428571428571,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0234741784037559,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0153374233128835,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0088757396449703,-0.0,0.0,-0.0,0.0,0.0417827298050138,0.0,0.0,-0.1495098039215687,-0.0,-0.0,-0.0,-0.0,0.0,-0.0846774193548387,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.1008230452674897,0.0,0.0390334572490705,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0164424514200299,0.0,0.0,-0.0,-0.0,0.0618955512572534,-0.0,0.0,-0.0417362270450751,-0.0,-0.0,0.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBNH_32-L^L97,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0207100591715976,0.0,0.0,0.0,,-0.0,,0.0,-0.0,0.0,-0.0,0.0,-0.0612244897959182,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0578512396694215,0.0,-0.0528169014084507,-0.0,-0.0,0.0,-0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBOU_00-L,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.1088777219430484,-0.0187969924812031,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0244897959183671,0.0,-0.0054545454545456,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.031954887218045,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.005190311418685,0.0,-0.0515933232169953,-0.0,-0.0,0.0724409448818896,-0.0,-0.0,0.0,-0.0,0.1542649727767695,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0607407407407407,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0963855421686747,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0948012232415902,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0273972602739724,-0.0,-0.0,0.0,0.0,-0.0,-0.0212765957446807,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,,,,,0.0,-0.0,-0.0,,,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,,,,,,,0.0,0.0,0.0,-0.0,0.0,-0.0,,,,,,,0.0,-0.0,0.0,0.1033434650455926,0.0,-0.0,,,,,,,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0227812055054579,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0942622950819671,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
BBQS_26-L^G99,-0.0,-0.0,0.0451467268623024,-0.1231101511879051,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.3262839879154078,0.0,0.0,-0.0,-0.0,0.1280193236714977,0.0,-0.0,-0.0921658986175114,-0.0,0.0,-0.0,-0.0,0.0584415584415582,-0.2024539877300615,-0.0,-0.1117318435754189,-0.0,-0.0,-0.15,0.2470588235294117,-0.1037735849056602,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0223463687150837,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0514285714285714,-0.0,0.0,-0.0532544378698225,-0.0,0.0,-0.0,0.0167597765363127,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0699999999999999,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.6084905660377359,-0.0843373493975903,0.0,-0.0,0.09375,0.0,0.0,0.0,0.0135135135135134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
