Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
APTD,0.17698683568990736,0.02727633199073387,-0.035098670962545264,0.10680217526967972,-0.07207412156432902,-0.008916126916454714,-0.07438957293820803,0.025427026185751656,-0.01666252176075611,0.01694486595852296,0.06305710090377015,-0.1395344698722284,0.1834800556000169,0.2823615199719123,-0.07608044715041418,0.045442687953253014,-0.2727238232559904,0.247432195768448,0.021047289949979398,-0.17390957181355415,0.36905249924844896,0.33334547972160467,0.03277886497064597,0.3863411071111804,0.10003443526170819,-0.4117686776273589,0.41666268114209193,-0.25000896732307476,-0.23809133393457405,-0.10638141988424066,0.17498350024390974,-0.33332695655500943,-0.20000918245538846,-0.14285339489977966,-0.07894546069642128,0.08571203693986784,-0.1463381858902575,-0.06818039526681563,0.22221655401096818,0.33334466985222844,-0.480774154813304,-0.03703609233516125,-0.12902939150911952,-0.2151906826450316,-0.17708388133509967,0.004515908970805116,0.3521081930794363,-0.31067787275389436,0.0
ASC,-0.1273885350318471,0.05369127516778516,-0.04487179487179482,0.3448275862068966,0.0,-0.033333333333333326,0.39534883720930236,0.5495495495495495,0.04716981132075482,0.9099099099099099,0.16842105263157903,0.5079365079365079,0.3999999999999999,0.18421052631578938,0.08571428571428563,0.0,-0.125,0.4814814814814814,-0.2702702702702703,-0.13953488372093026,0.0,0.19444444444444442,-0.027027027027026973,-0.05128205128205132,-0.0714285714285714,-0.16000000000000003,-0.19354838709677424,-0.08823529411764708,-0.1282051282051282,-0.11363636363636365,0.10000000000000009,-0.2857142857142857,0.0,-0.06666666666666665,0.0,0.0,-0.0625,-0.1578947368421053,-0.19148936170212771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AV,0.015127326974944122,0.06802582299879045,0.06811979204499452,-0.008998169515230026,0.03638020430892541,-0.018473866174309128,-0.026269818229970432,0.08969670061325852,-0.04900010028025692,0.01379956123923165,-0.025589422204611134,0.10698887805103285,0.058134137851009626,0.02348345157358489,-0.016427205715093707,0.01670156577179105,-0.052288936805440334,0.02745570629515348,0.18802151874936723,-0.08519153045767536,0.08157395814702184,0.2000017170477082,-0.08399653979238753,-0.06682518016232952,-0.02878036264112216,-0.215648566908357,0.18158518782738486,0.2815023617248211,-0.20849832164177595,0.039786264647280856,-0.10748128435347082,-0.18466545672077617,-0.07391183913388466,-0.0688289375319685,0.055857644017725416,-0.11470358670911174,-0.030175608248158126,0.014404599179866473,0.004823345963982595,-0.0024058708083645186,-0.16219984874267357,0.009998226781062103,0.012145665146876539,0.08333676082932939,-0.06269494697442302,0.006206492837848243,0.017218248473674036,-0.0460785655625513,0.0
AVON,0.13555363620659877,-0.009777358129096747,-0.019186245495359522,-0.08951877016326126,-0.0065073815073815044,0.0043591979075849885,0.004372133466415962,0.1286993904040472,-0.07830396616086333,0.004498480243161129,-0.04301312316670647,0.0,0.04138128945858055,0.03174655393624359,0.06779780096251797,0.05626590873672588,-0.05782945519633076,0.11259432127576807,0.013593427215239817,0.07949883390361401,0.08410921741056199,-0.04178713847405324,0.027603376370855637,0.02839656139039426,-0.09145704753253592,0.1333333333333333,0.17537629909416808,-0.0662013179014952,-0.15836251488703623,0.04922833030260643,-0.0384580897385316,-0.11286114292987148,0.5215686274509803,-0.041353383458646586,0.209090909090909,0.04265402843601884,-0.015807203938844272,-0.19636721235610577,0.053648487212619056,0.4914188059050253,-0.3470095210959945,-0.10368384089893379,-0.02922309337134721,0.08487891250994584,-0.07911330354286417,0.12856976473328685,-0.24527970183889458,-0.11876433042077217,0.0
AZN,0.07252577319587616,-0.09051533048312554,-0.07400836324137405,-0.0205242729754187,-0.10371804558619824,0.04301569580350684,0.005299039570795028,-0.03310932317350235,-0.03792242424242431,0.03493003872938183,-0.019246258606067435,-0.0010929660180969414,-0.01828333988866393,0.006761609927177004,-0.03829491303938126,0.07411744728690794,0.02997618653763956,0.035856886596282056,0.025315598566675535,-0.05765345497346297,0.022357415387219248,0.11010920592544182,0.06181028068848282,0.012222212872661897,-0.05900937102859605,-0.0864201996162478,0.07569706389857789,0.12949999121095446,0.059322596074953715,-0.15298664889673996,-0.1619401357486997,-0.10844977889337681,-0.058270434187911,-0.08459981409146089,-0.03674097469115445,0.09734884482601247,0.07520950461440545,0.00879237033656044,-0.03306071337315997,0.020238021713808063,-0.05723822290828828,-0.0465370138098562,0.05936099601520062,-0.02695539573706962,0.04036962219505402,-0.0252319162044764,0.040637657792284454,0.0734582865964708,0.0
BA,0.08893923829456307,-0.07984169471461755,0.029802680057858577,0.06700640652300538,0.12925856096812383,-0.03528789721355685,-0.01847527116093206,0.044628045408710904,-0.011913307121200756,0.049164296874121716,0.048582709647003286,0.17950036839837047,-0.014859349749376749,-0.028860988455604586,-0.07105350943302968,0.12582588012741147,-0.03703554876905357,0.1508154268273887,0.11112252937347988,0.01666405474586008,0.08434349155998633,0.12689901697944617,0.0358827418999339,-0.053075365767119576,-0.05040034881877287,-0.26843555168914013,-0.053078148168488104,-0.072578180706937,-0.3493396961110835,-0.007556260843110896,-0.12431689070971375,-0.09505131128848343,0.0971433881875241,0.08193018956942755,0.029780014973636915,-0.06997037037037035,0.10823790173623937,-0.001614595285709619,-0.0787514534664231,0.024640831831158172,0.003018592668466935,-0.12375823593007362,0.12258699783984306,-0.06592278350147951,0.0753689860072837,0.03562041940939675,0.059031777932878615,0.09541179613304962,0.0
BAB,0.058603157613058565,0.05889734455958573,0.12284103993697326,-0.049180327868852514,0.06551036070606298,0.03152361500340417,-0.11079981416041329,0.13392401021711353,0.056608865798529084,-0.07423717167931543,-0.12927963451445368,-0.033078278246693404,0.13332538665554128,-0.06407842809131348,0.2572806171648989,0.004880369287148856,-0.07658016757504271,-0.0044702871673603095,0.0035923276983094166,0.04629409163576992,0.048559964333481975,0.17044814126782026,-0.06383851805533847,-0.06466352304711764,-0.07374301675977657,-0.025360106918342784,0.05140170702935265,0.09743745954384475,-0.07143741050435759,-0.03224868267980563,-0.08963197159188241,0.029783480352846725,0.09813660220507958,0.004689186558844982,0.03397614168618257,-0.04186242199004275,0.10825303077401305,0.1477244854728299,0.20423726537955478,0.11811330951451637,-0.27012753648595345,-0.06451282261536251,-0.05052844658115507,-0.13479058958252632,0.10048370058748302,0.12365423460569347,-0.14679388092319168,0.09549019989489449,0.0
BAF,0.033293151943057264,0.02277931074972095,0.01146080760095014,0.14487728601536487,0.026304772536980048,0.013363501378773845,0.0,0.034449970743124725,0.005368041767777054,-0.04848866498740556,0.06450171309399666,-0.006438244653296787,0.0130444561061549,0.0,0.0,0.03975368306181304,0.013349131121642932,0.041718094297704233,0.01401752190237815,0.15451305269241877,0.061234921283991106,0.24500445462644782,-0.25192802056555264,-0.029656319290465638,-0.028802153432032296,-0.027995813710099404,-0.040261153427638696,0.012286053211320036,-0.050370131960090214,0.0,-0.07010849233071448,-0.08559113300492605,0.021883520939662837,0.005271296035985529,0.0273665968661998,-0.031741592672865915,0.0,0.005130007027406958,0.09042145593869733,0.057450773843286784,-0.18184831609652619,0.029554296635041943,-0.10171673819742488,-0.017410687390806756,0.06924761659366152,0.08332170272156314,-0.10134202934905301,-0.05415505071475191,0.0
BAG,0.07664031072270783,0.08592445677416105,0.01930803285820315,0.03032140691328067,0.08031047496973565,-0.003774066769767659,-0.03636811090906622,-0.06271544819632202,0.06812395630868617,0.06430277955830088,0.0434121724326626,0.011174128894422042,0.03554147832176735,0.012538275584206282,0.04185905938848489,-0.044166974273379345,0.015863440719968702,0.053647810626492376,0.04313156291438203,0.06652651696129941,0.04712827696617983,0.033826419778628214,0.10543167524299601,0.05002161279477457,0.00840295435282723,-0.008332933096393047,-0.02326781442041559,0.04203939971647852,-0.05827924319845312,0.007910915207052671,-0.03280454147687761,-0.07575694732476146,0.06681415929203527,0.004846382997643506,-0.02857142857142858,0.05150214592274671,0.019681848704471205,0.01218740478590008,-0.006589057043073332,0.07275769912830632,-0.12039457785003416,-0.013095986643828161,-0.006012931034482638,-0.03941702550513426,0.0987921111894634,0.04838786606887324,0.0568072987549777,0.08108549942782406,0.0
BARC,0.01962436113865751,0.06351916191954277,0.016606065821840543,-0.003676273566199706,0.04464805553482121,0.14087415639437095,-0.009610599913972728,-0.021421644485711377,-0.05899781762828227,0.05662281817510384,-0.014838978289253069,0.015841925668600654,-0.008533263851286721,-0.029222870828903402,0.03269662462756617,0.025270848764075815,0.04528057598012425,0.026168257858332433,0.04740345829454751,-0.0062417656347820705,0.05509055238433236,0.1193039179444173,0.03038692878827498,0.018446894251702206,-0.045457811282380134,-0.14822713064437165,0.04387822796628904,0.08930951603492288,-0.12444929791342496,0.030246257846451075,-0.19820670858240164,-0.0550860788574522,-0.008401349439547401,0.09677496359599913,0.026002547188296088,-0.03192586591847624,-0.019782152291971555,0.08955778207324983,0.011630190677061725,0.11688212601391457,-0.12209100309372012,0.022997760180898608,-0.07187658992622736,0.05710227988940897,-0.049772418749501,0.04108040253224554,-0.023699663578405694,0.037838042732055044,0.0
BATS,0.025067650271424213,0.022792726537807395,0.06234754552014943,0.019753687091379035,-0.038003048200771605,0.016482405485610974,-0.010588501810842699,0.07323241891482257,-0.07368322530828086,0.04715146354835076,0.0031523158460708967,0.08376426399928083,0.007792024751926974,0.0405395496303953,0.048902155401322034,0.08705692183350666,0.01564907258015613,0.0095855905875053,-0.04589203569467115,0.02039331960795221,0.10517530681987908,0.043551203949449224,-0.03480176796166756,0.06816162570888462,-0.06607229553780292,0.07912572574384269,-0.12146369018976089,0.024253619399466908,-0.16196694933212652,0.09764953558418621,-0.013986394557823134,-0.12698358830955514,0.13908206379088406,0.06518624051915123,0.06743731182559398,0.044657902832558216,0.07639424312516052,0.016580248402266795,-0.03209617180205415,-0.03425603261226895,0.04429240540474244,0.06094191473751587,0.05037547959730215,-0.016518041915942194,-0.026783986105807234,0.0842209744200555,-0.05229548643026449,0.14141358365543888,0.0
BBY,0.0666143028126871,0.04332216838476799,0.09025222120586851,-0.004995237591279733,0.0578896692765285,-0.009309513598248942,0.0,0.09088415839188202,-0.021345964081310398,-0.035033593857123346,0.028237081828791588,0.0631464117382543,0.10526557998693042,-0.0011399887839812495,0.10701418713997835,-0.046751457648165906,-0.014088952654232378,0.1384424408728604,-0.036085395805781295,-0.0051271341304234275,0.05978110509832568,0.26803906710448766,-0.09370469286531857,0.010876272755322214,0.11476725521669362,-0.09687940875732903,0.0684543153877002,0.178701832170568,-0.3384590499811291,0.05834084658137706,-0.20922152230023638,-0.037189579966286135,-0.11679521123517911,0.2932728571995713,-0.07659032379276531,0.09833507811241748,0.21966311447232711,-0.011432871325582017,-0.02507306568220269,-0.006699340643841811,-0.08500112919010183,0.24224490341197535,-0.1526409925513369,-0.015535149110685209,0.023882061639224572,0.07303425814824771,0.23182963063511464,0.1468131107843984,0.0
BDEV,0.05466669099135246,0.142172490675335,0.01858740004563275,-0.07792080709634164,-0.046822461723570186,0.043633372594445774,-0.04896315497130166,0.042387397167740204,-0.06244910883922916,-0.010766738564255918,0.1033287580602158,0.08762169680111276,-0.033150576825228706,0.0947565862392361,0.014315199594123973,-0.03168143272650137,-0.03630915233811782,0.07997745640894549,0.11748053786270352,-0.0717505815985825,0.14146354886866308,0.06258909186604988,-0.03730524004560243,0.09342320921535596,-0.02813362349404347,-0.03931288660904808,-0.007041047810640744,-0.044803172677900904,0.048363015509026,0.14804153134534004,-0.13770473253939064,-0.08043674767351872,-0.05737649647833376,0.04117921126365043,0.8585459592185334,0.0,0.0,0.0,0.0,0.03627446159897718,0.0,0.0,0.0,0.0,-0.29009738559810117,0.09515572587658538,-0.024999534112297606,0.06749820959656239,0.0
BEZ,0.017342557251908364,0.011705080246168675,-0.06251414091135343,0.02809955803675268,-0.048135683287574116,-0.05075768721494778,0.020723832407268272,0.02116239840515255,-0.025781666844520323,0.0,-0.0025545502927090125,0.002561092732899395,0.0486560282894295,0.09466643800377295,-0.01169491525423727,-0.07063615292873382,-0.06599550221736483,0.0764966740576496,-0.031743597607728824,-0.07804326311324761,0.10809963966786795,-0.010694358338499743,-0.04102259215219961,-0.02500828088771123,0.02040643880180837,0.12645155149438425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BISI,0.18225883098368434,-0.04357904145803826,0.17838238313293897,0.07245835726593919,0.19377399890290725,0.10728114797661537,0.16721069344952366,0.12935779816513748,-0.09460234995620254,0.06221124229979469,0.1358600583090379,0.12884647029784446,0.08665817295871614,-0.09091093816674467,0.06452520008652396,0.24999999999999978,0.11710514392726612,0.19356117960920027,0.032265267388634555,-0.06061877294179341,0.12498525189758913,0.20547100933959128,0.12310313614823509,0.0,-0.0579826453327984,0.014708876221498413,0.0,0.0,0.09679580216590367,0.03334102445777587,-0.04563721442334168,-0.015180265654649028,-0.07040620905150685,-0.04052224371373314,0.1384530690889072,0.0,-0.13334923664122145,-0.038443893935223294,0.026319506568105666,0.24590837097436502,-0.016159750678132467,0.0,0.0005196904954383186,0.015897225318237895,-0.05973524544953113,0.09838846480067853,0.016629711751662946,-0.07692307692307676,0.0
BKG,0.02842906373034859,-0.32073823911614874,-0.004181084375734168,-0.05379739468881528,0.04110027264465321,0.05937778804742,-0.062419886936019076,0.3386604324730167,-0.054796731871863735,-0.06595477744334377,0.11167651556241487,0.09833614116748013,-0.017016169372943812,0.10497234442323222,0.015297689162141692,-0.005072727515259223,-0.136284109294582,0.10171630626954964,0.13744178467859358,0.04865662215416311,0.13210624132265392,0.010518632157173302,-0.041117991790637576,0.12360539049066266,-0.02545829609461059,0.06725375642244957,-0.062226324821883616,0.011946110935690868,-0.11480266835612851,0.1325913360962574,-0.1526956949349546,-0.07908604363935778,-0.037009138303566114,0.008123420029775952,-0.021605028790411707,0.03005445771873716,0.11268423093040392,0.12841371148827707,0.19850650373980194,-0.1028686864292725,-0.19438256637381368,-0.0006916794897331435,0.031936664257318226,-0.1212193993914118,0.009346374848735017,0.04004100785983988,-0.1051717933370997,0.056732739596469184,0.0
BLND,-0.020446567621684508,0.10141376188628648,0.07534823121234968,0.010686187113693846,0.01629613478989822,0.04542239129751313,0.036096599631093795,0.03528355415414319,0.02540372778200428,-0.006121949228634405,-0.0068353166560709555,0.11525046276248974,0.01769517232695872,0.029073620946562073,0.0902990589206929,0.041002290788766826,-0.007444377698306304,0.009012632413754051,0.07508480459924116,-0.03272343834680369,0.2044387052830241,0.0006105526211166445,-0.08044836433192548,0.053102334055205924,-0.06408647813917567,0.051159613394566206,-0.035871719964526094,0.014789864806739272,-0.06289842490388198,-0.08666126721076572,-0.06204811916638775,-0.08770560924308646,0.060869207553766236,0.11111174585401784,0.00877096935923527,0.049078345192824946,0.055200438898670434,0.007545860060932608,0.018013596895877004,0.08404738260746214,-0.16666666666666663,0.06779436361914981,-0.02482935206100856,-0.057473198125029046,0.1250008158044158,0.0021583721949338663,-0.0749231588373388,-0.00497284800905462,0.0
BMS,-0.13823414550196245,-0.014725926892099062,0.27674898832620043,0.1328717503678829,0.025082674195981314,0.1747373203839384,-0.05940488273946265,0.07416248723216246,-0.04901554177944645,-0.0860266538983322,-0.007111304795673679,-0.04746360746058853,0.23949904111511278,0.07702770780856416,0.07620157770609115,0.11998664116343338,-0.062491994591902134,0.10191951823855971,-0.021558668733025588,0.007856115552943965,0.09769471039587141,0.05454610551189565,0.08196943578221538,0.03390339634732453,0.09259583406266403,0.022712524334847606,0.30478832116788324,-0.0454558122683314,-0.05581285195516028,-0.008505531204341499,-0.10611502402164275,-0.07666135492484605,-0.016394137083792226,0.06271102507540638,0.07490926687636112,-0.10999612386407687,-0.15967572653903217,-0.035129378077312534,0.005442033565058679,-0.06449228950091146,-0.01942122807865121,-0.026005803466394806,0.019280883787111014,-0.0048050150355603005,0.0,0.025820561784915652,0.13904071388733974,-0.010576657776142806,0.0
BMY,0.059403442482723,0.1098900348336862,0.06649087280196952,0.02190726445782687,0.004005889255098927,-0.045804629669248254,0.07157267308574045,0.004112826493968935,-0.1003451608449537,0.04406613523993497,0.025537544995602124,0.04303479326800752,-0.06334442992179423,-0.013253432710327084,-0.00011399502696685104,0.04339131727624146,0.003963011889035695,0.039093277910475566,0.049671946990541116,0.10898865246946454,0.08118686252501095,0.08136491250290256,-0.008279514742979277,0.024734262208921942,0.0842957328774292,-0.036907188781110656,0.07540533378303516,0.006596018139049864,0.020326359936163163,-0.031500119817876704,-0.15614288747560756,-0.03215610290735782,-0.04628177847463322,0.01546684862959169,9.47732549883007e-06,0.018927140167060985,-0.0012634299712593888,-0.036429195398026026,0.045713397212882034,0.0882191201353637,-0.0993771072632722,-0.037661659166109085,-0.038502890580936255,0.07740220281048238,0.08922052268519942,0.05674254926175659,-0.08143515404615853,-0.07251329131013673,0.0
BNZL,0.025315114537284078,-0.02194731500936209,0.06499931499550926,0.0,-0.012866410966314468,-0.033897443900456126,-0.03172901892706792,-0.005980201063302215,-0.002578235511361493,0.042121582908825506,0.007797691795408346,0.02688911434261443,0.023899845335836556,-0.035479573547474885,-0.008546662644130731,0.005013939936253431,-0.03908045977011487,0.0923963670237542,0.007067137809187329,-0.06754530477759468,0.037850188002632734,0.1523134930148422,0.017659270562559337,0.05013718667169775,-0.042104887397537816,-0.09952345746476154,-0.024333256234245315,-0.02127553447826014,-0.030401785714285756,0.09123238621831953,-0.1845420959241505,-0.010514868220202866,-0.014847539232549112,0.018869351359882103,0.017275460818318322,0.13260775682453563,0.045454005394123476,-0.030837021314162216,0.06371312151425346,-0.04434412445228275,-0.009878384225491477,-0.017263045995557835,-0.050202475866968244,0.07607329111566408,0.12454509752585419,-0.02951638858304395,-0.06820558350596828,0.02020071898134912,0.0
BOOT,0.11411641405998063,-0.0318829268292683,0.11845838243638429,-0.006332133408509244,0.10946973342315469,-0.029649343979082143,0.0,-0.010670731707317027,-0.05724550898203584,0.009873339783622148,-0.027604935103812567,0.06793478260869579,0.09859013596909327,0.05970863462356446,-0.028988874261080544,0.10223069481591063,-0.03195064176720097,0.020261346072783404,0.025563433050896256,0.04160662824207506,0.09133796356965007,0.008891092381424714,0.016189164679407453,0.031599736668860956,-0.014646637077500801,-0.007253253796095538,-0.007234429153067046,-0.07014799286630569,0.029008370895041935,0.04642544302944551,-0.0427322862579419,-0.1570748946581486,0.05078984203159376,0.10341675597301903,0.05862724815642828,0.021125080922689055,0.1544725041302808,0.01969435642372952,0.10539150483284576,-0.0580521216171066,-0.09617997886154317,0.028695685939502225,-0.012689771507437442,-0.05622693393154354,0.08499195226318079,0.1555525313010342,0.06544224262928955,-0.054041697147037215,0.0
BOY,0.12538327780506253,0.06514255013820258,0.07012686380863764,0.06204054086625366,-0.051896709323583146,-0.03826994080759527,-0.03685933619327175,0.09859002085125868,-0.043768622974635685,0.08990588520418452,-0.4089941178717391,0.0,0.0,0.009008661804237539,0.0,0.0,0.647052289137507,0.026846457815619118,0.236512558055189,0.05226388491344136,0.2473751024834041,0.22579913116773653,0.0,0.0,-0.043208536244920714,-0.270272411412533,0.16963623848353282,-0.2567054332211661,-0.10309223763634445,0.054347522679693006,-0.3444167917139406,0.0016619212298216723,-0.08741859220269421,0.008604496833770181,0.21727879513948323,-0.020518322325409843,-0.09512599127496013,-0.052744410598310365,0.3138460144380344,-0.06166611162678648,-0.28269233701480556,0.06339820885196823,-0.054157401017304485,-0.06074443260061646,0.1698102609613894,0.11971773407379915,-0.03181629968823063,-0.0578191873874081,0.0
