Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
AAL,0.004444213957157661,0.17248641567214085,-0.13568448209963047,0.04832422054342822,0.17208673412480202,0.046808362454985986,-0.08938257787726167,0.05909685372570572,-0.07052251961101152,0.26592482908833937,-0.03975634146123708,0.08278127288503057,0.11768948582604422,-0.06472868021202305,0.006924728556746196,-0.18439349895114254,-0.12490876011809438,0.13267220033070348,0.11784558228499953,-0.036465694070946575,-0.012060426874771601,0.059692631647298766,0.04703548482655795,0.07034573811435885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABF,-0.07576416722532042,-0.028651786580212724,-0.10642723170346702,0.006062644209660961,-0.002286545111111815,0.03654004688667323,0.23757980567666448,0.08425228152654873,-0.02162020478739146,-0.0975586492642373,-0.09938391866214491,0.0377875878988434,0.1664469114337883,-0.07542533226679782,0.10484073131455607,0.17165315916286672,-0.055141369432593734,0.023917200059720756,-0.12319737169931622,-0.012938131223662164,-0.11251229996374756,0.04249001187776713,-0.00035466461063993204,-0.08504754648833213,-0.021670715547703057,0.08225030623524843,-0.09431971155472285,-0.13602239619404977,-0.03781797323780889,0.023403104299633437,-0.05687751712458888,0.031524432064722996,0.12734485457483347,-0.09310665579072397,-0.012749112054861844,0.024258736705014217,-0.03217538906255257,-0.057376637984068335,-0.05645669585580648,0.08930034898425498,0.13101420451057666,-0.0433219992600552,0.15176705333288232,-0.12146061740499747,0.03889890359541681,0.028793176268097076,-0.02821830301347039,-0.030110294667843984,0.0
AEP,0.04648582469296403,0.015147395813104536,-0.07040473697512362,-0.14459989499366865,-0.05680328585161243,0.011491204808627309,0.1917620619425522,-0.03946303291958975,0.013329687606808305,-0.025967108329449373,-0.058222291895281386,-0.022465367169302475,-0.09182508976535753,0.1395267698553666,-0.09475134948891706,-0.0305898071088595,0.010292174010854582,-0.039592729629729706,-0.03810983529900758,0.23528656697259476,-0.09573140651751255,0.010764357364932087,-0.021074997128747053,0.0439735019933456,0.002885916128062327,0.0,-0.01980139670566039,0.04123584818826109,0.043009376300041646,-0.010637961057464063,0.14633615214314233,0.1714212831087114,-0.014083916670159624,-0.19317528492678138,-0.07368190219604653,-0.09523539582211382,0.039602793411321,-0.026784434056952855,-0.1181052578336409,-0.052251863569904855,-0.007399124476589303,-0.2329507089804187,-0.011241429086972343,-0.07291858344903734,-0.03030155563125525,-0.05263400540939278,-0.09913751332493459,0.013099762970027573,0.0
AEX,0.29628150337500503,0.38463665523725243,-0.21999827452333698,-0.16668463999424854,-0.23075434133392325,0.0,0.688328664799253,-0.012857735379510626,-0.024983149853965325,-0.004161446214426379,-0.016329944099652383,-0.06486931467380119,0.06505633247117637,-0.3925975236320064,0.7016311735387404,0.012803450965995111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHT,0.10799568144290617,0.028982192452213784,-0.19140279263926863,0.041480931154036726,0.004061334438458353,-0.06464408925871845,0.10504597635501733,0.08675614865389103,-0.1760742549573623,0.3618114074796295,0.04737590721762275,-0.07318144943212546,0.10215334177781088,-0.06532488334842268,-0.056864644739650916,-0.3451579603862449,-0.04424324018786674,-0.02585947980697989,0.017542072450185353,0.011833099694895655,-0.05502362051331999,0.1207480022706433,-0.08498481700495442,0.11006142860310897,-0.2980159255252076,0.07857178837080458,0.20690214197418277,-0.030577465203767917,0.2996361779536607,-0.15805030094582984,-0.167091893827492,0.43636924738649063,-0.26689730585773264,-0.12065120982783062,-0.0671002366333111,-0.14916603612198587,0.003691572121036213,0.12008935506061791,0.14726149459427362,0.15168396567563858,-0.03420739649997162,0.0734391148398077,0.007112462626406968,0.13570989836244163,0.05080679534798782,-0.035654308228911025,0.0881777868653435,-0.06896141444667858,0.0
ANTO,0.048637970472031666,0.0454575099458685,0.005200935294246145,0.04331866578509391,0.04294376411841627,0.15234963693656667,-0.06683883505075572,-0.13185642300606004,0.017665529627035825,0.21345942982456156,0.05601389491966979,0.10240617819760023,-0.1554776984233931,0.012691048034934482,-0.025946405784772364,-0.059294270637957336,-0.008086721405005881,0.04711810696381713,-0.03721209393052738,0.08619003639919609,0.11642153146322975,0.056281632391568914,0.14797381775391627,0.10526743618923762,-0.09102999852224036,0.17126784941583728,0.45135966840419517,0.0386145717826627,-0.05071207430340552,0.037984446301176034,-0.1070362718089991,0.16720257234726676,-0.10266891079586427,-0.26587529235249996,-0.0019818550162952198,-0.1611496970592582,-0.06420051858254106,0.017124973626837292,0.04054152945481149,-0.028335762790201557,-0.03789977766375918,-0.05034919603703103,-0.08552162547528519,-0.0791115001641316,0.05064091510030466,-0.07602836126085455,-0.04241576605212982,0.10296179951758555,0.0
APTD,-0.17708388133509967,0.004515908970805116,0.3521081930794363,-0.31067787275389436,-0.1626040037945684,0.0423755642844581,-0.16901326110044723,-0.05459463940824083,-0.12163776758286071,0.3359359799378825,-0.23353217343275345,0.030863266136953005,-0.006134222908832698,-0.38951370380030637,0.001174236659702954,-0.19578203079473555,0.24344398943014056,0.7871485571410468,1.1042298037277423,0.2116049830195963,-0.16760022037989297,-0.1411204686927865,0.1078139529078439,0.17777761444153706,-0.10255936675461741,0.12861439504481686,0.30667911827078354,-0.03614525611093922,-0.09123984969453225,0.23981618423832662,0.018429857875993827,0.18579046744233518,0.0,-0.20434451606354365,-0.11196545756111642,0.015683509883449576,0.0918915136307743,0.6845907713034691,0.08758562584710061,-0.05663833022323583,0.07856876630637344,-0.06666898578957448,-0.25742663773506924,-0.09418068652455713,0.0,-0.04290865115445763,-0.26761140907674397,-0.05797191019916259,0.0
AV,-0.06269494697442302,0.006206492837848243,0.017218248473674036,-0.0460785655625513,-0.057299445489237155,0.035407245108583174,0.09081304012008329,0.008420774182170687,-0.11223601167664177,0.016868484854515087,-0.009282564550789574,0.07484963322161042,0.09150170582679618,0.004375181492595193,0.1859989897598382,-0.031707284538530334,-0.17835979570513139,0.07775599077070883,0.02888880786572834,-0.023861402974568735,0.004356978314401516,0.07429800270515896,-0.05754452562963197,0.030200466470853726,-0.08961410231267075,0.053646363173957434,0.0777447054540783,-0.010064908911302406,-0.049945824891549084,0.03863032610287198,-0.08484783515890304,0.15115976712105383,0.003502766389364309,-0.27128782434100485,0.05673942436389523,0.018050253625826462,-0.052991896400005234,-0.0209217395777076,0.14879991727387876,0.08273686230916266,0.1531211671293009,0.03159366794779106,-0.04190896330459193,0.05269520830534824,0.0909071877911174,0.12181346359334455,0.024172308876408533,-0.010466188676999888,0.0
AVON,-0.07911330354286417,0.12856976473328685,-0.24527970183889458,-0.11876433042077217,0.02184650455927062,0.0005940076508186287,0.17369115787908096,-0.12240169685103608,-0.03778072578556124,-0.028075957672442087,-0.07028556837043021,0.21463956784326554,0.04176240396352404,-0.01927715085470838,-0.11324289304837887,-0.13653519531987168,-0.3139216039877739,-0.11854686850407181,-0.0260414599096489,-0.058826606289533734,-0.1168819599109131,0.01138274867851985,0.04770662088882194,0.10885005156197902,-0.12316818220447012,0.09855331162429426,-0.06756874392821466,0.009089886929817936,-0.030835294237835376,0.4469283377350308,0.02791734197730955,-0.027159131223146393,-0.17766612641815238,-0.13823204882886142,-0.12077021791321552,-0.061373276776246044,0.05133938038887775,-0.011153351847358217,0.030650808647807448,0.04903558067598435,-0.003206038846988335,0.024937787896436747,-0.06240653292212983,0.011406748652999399,0.06305876544527766,0.061802210257863255,-0.08267671762546092,0.035043468025357516,0.0
AZN,0.04036962219505402,-0.0252319162044764,0.040637657792284454,0.0734582865964708,-0.10725935237782469,-0.024566376282261215,0.11549214299313149,-0.07153225121101381,0.08066994005482431,0.08963654951401434,-0.057098234235539835,0.07081211852754765,0.0762058031656001,0.007491693667906141,0.2566433766680032,-0.0515183486717713,-0.11598837558281383,-0.09702254831573487,0.02522526373382128,0.09683759257210278,0.045142992663675496,0.04821642277842564,-0.05875476561812587,0.011062502749495273,0.002909955125119268,-0.19857952625731334,0.21248503059617518,-0.08956615566630988,0.061885656601382344,0.0867498461030285,0.0593675044376909,0.13871001628870983,-0.09342570780534365,-0.0301818127772151,-0.11771697683763305,0.01807604028298404,-0.016995496863552173,-0.01633793778140047,-0.013280527836612266,0.0029784717811698336,0.2559642785102598,0.09630735325344686,0.029025251153950604,-0.0776358627598297,0.06366947130478451,-0.03615443301691634,-0.0024709305870960208,0.10329859008619868,0.0
