Return Factor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
AAL,0.05583836662018382,0.049223835864471654,-0.3094816676143136,-0.09838681671228122,0.16431790795475876,-0.08974239135832407,-0.01929519747104147,0.016707928001398198,0.14985565684508062,-0.026193190064100924,0.199102507699076,0.10608033288925034,-0.14937174604926695,0.015857293701000863,-0.1191813473890756,-0.04955715383135073,0.004444213957157661,0.17248641567214085,-0.13568448209963047,0.04832422054342822,0.17208673412480202,0.046808362454985986,-0.08938257787726167,0.05909685372570572,-0.07052251961101152,0.26592482908833937,-0.03975634146123708,0.08278127288503057,0.11768948582604422,-0.06472868021202305,0.006924728556746196,-0.18439349895114254,-0.12490876011809438,0.13267220033070348,0.11784558228499953,-0.036465694070946575,-0.012060426874771601,0.059692631647298766,0.04703548482655795,0.07034573811435885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABF,-0.031169582552479702,0.021512836523513323,-0.022827140468143492,-0.04313018824857939,-0.00159522153189251,0.222220267623638,-0.008693074314014337,0.0703193534539075,-0.025677862845296495,-0.01176534017048958,0.10509347526745039,0.04117312563541442,-0.06091214488682328,0.009626192654554888,0.027141864656506476,0.14955881615346311,-0.07576416722532042,-0.028651786580212724,-0.10642723170346702,0.006062644209660961,-0.002286545111111815,0.03654004688667323,0.23757980567666448,0.08425228152654873,-0.02162020478739146,-0.0975586492642373,-0.09938391866214491,0.0377875878988434,0.1664469114337883,-0.07542533226679782,0.10484073131455607,0.17165315916286672,-0.055141369432593734,0.023917200059720756,-0.12319737169931622,-0.012938131223662164,-0.11251229996374756,0.04249001187776713,-0.00035466461063993204,-0.08504754648833213,-0.021670715547703057,0.08225030623524843,-0.09431971155472285,-0.13602239619404977,-0.03781797323780889,0.023403104299633437,-0.05687751712458888,0.031524432064722996,0.0
AEP,-0.012415605600616053,0.16666372975735233,0.04544784643159816,0.007648041581585385,0.20657602974443967,0.2471925805910944,0.0,0.1866609208738026,0.013505795397278808,0.10449367323462844,0.0,0.1551716747395946,-0.15943647762484692,0.04546653105812326,0.11861621439406722,-0.13234863995320267,0.04648582469296403,0.015147395813104536,-0.07040473697512362,-0.14459989499366865,-0.05680328585161243,0.011491204808627309,0.1917620619425522,-0.03946303291958975,0.013329687606808305,-0.025967108329449373,-0.058222291895281386,-0.022465367169302475,-0.09182508976535753,0.1395267698553666,-0.09475134948891706,-0.0305898071088595,0.010292174010854582,-0.039592729629729706,-0.03810983529900758,0.23528656697259476,-0.09573140651751255,0.010764357364932087,-0.021074997128747053,0.0439735019933456,0.002885916128062327,0.0,-0.01980139670566039,0.04123584818826109,0.043009376300041646,-0.010637961057464063,0.14633615214314233,0.1714212831087114,0.0
AEX,0.0,0.0,0.11111554898749842,-0.18182412339466036,0.0,-0.195112969830874,-0.08888516104294486,0.022720031371780136,0.1282214356818936,-0.11364917526531215,0.04763005186668723,-0.16001294079585904,0.0,-0.1071462959040228,0.24446414877300615,0.2857186874133417,0.29628150337500503,0.38463665523725243,-0.21999827452333698,-0.16668463999424854,-0.23075434133392325,0.0,0.688328664799253,-0.012857735379510626,-0.024983149853965325,-0.004161446214426379,-0.016329944099652383,-0.06486931467380119,0.06505633247117637,-0.3925975236320064,0.7016311735387404,0.012803450965995111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHT,-0.08145580589254753,-0.2828312563372911,0.17855903781658378,-0.19999383211003519,0.24999036274623188,0.24752332403577948,-0.16870552490605262,-0.17773906183228694,-0.35896409305461907,-0.031055393347897864,0.05921408334955336,0.01332427516381407,-0.2581049003349267,0.009718619693338093,-0.023704582244803096,-0.10593815378442673,0.10799568144290617,0.028982192452213784,-0.19140279263926863,0.041480931154036726,0.004061334438458353,-0.06464408925871845,0.10504597635501733,0.08675614865389103,-0.1760742549573623,0.3618114074796295,0.04737590721762275,-0.07318144943212546,0.10215334177781088,-0.06532488334842268,-0.056864644739650916,-0.3451579603862449,-0.04424324018786674,-0.02585947980697989,0.017542072450185353,0.011833099694895655,-0.05502362051331999,0.1207480022706433,-0.08498481700495442,0.11006142860310897,-0.2980159255252076,0.07857178837080458,0.20690214197418277,-0.030577465203767917,0.2996361779536607,-0.15805030094582984,-0.167091893827492,0.43636924738649063,0.0
ANTO,-0.07880946230209984,0.07128172689175294,-0.14767577039071322,0.009370429577225226,0.03440875347429895,-0.0685564476486974,0.013080575014109863,0.10270725412311688,0.05312771084337342,0.02329664260070219,0.19075470368543446,0.008169934640522847,-0.13417534651029273,0.12093771546770848,-0.07651491032579871,-0.06571615538678144,0.048637970472031666,0.0454575099458685,0.005200935294246145,0.04331866578509391,0.04294376411841627,0.15234963693656667,-0.06683883505075572,-0.13185642300606004,0.017665529627035825,0.21345942982456156,0.05601389491966979,0.10240617819760023,-0.1554776984233931,0.012691048034934482,-0.025946405784772364,-0.059294270637957336,-0.008086721405005881,0.04711810696381713,-0.03721209393052738,0.08619003639919609,0.11642153146322975,0.056281632391568914,0.14797381775391627,0.10526743618923762,-0.09102999852224036,0.17126784941583728,0.45135966840419517,0.0386145717826627,-0.05071207430340552,0.037984446301176034,-0.1070362718089991,0.16720257234726676,0.0
APTD,-0.23809133393457405,-0.10638141988424066,0.17498350024390974,-0.33332695655500943,-0.20000918245538846,-0.14285339489977966,-0.07894546069642128,0.08571203693986784,-0.1463381858902575,-0.06818039526681563,0.22221655401096818,0.33334466985222844,-0.480774154813304,-0.03703609233516125,-0.12902939150911952,-0.2151906826450316,-0.17708388133509967,0.004515908970805116,0.3521081930794363,-0.31067787275389436,-0.1626040037945684,0.0423755642844581,-0.16901326110044723,-0.05459463940824083,-0.12163776758286071,0.3359359799378825,-0.23353217343275345,0.030863266136953005,-0.006134222908832698,-0.38951370380030637,0.001174236659702954,-0.19578203079473555,0.24344398943014056,0.7871485571410468,1.1042298037277423,0.2116049830195963,-0.16760022037989297,-0.1411204686927865,0.1078139529078439,0.17777761444153706,-0.10255936675461741,0.12861439504481686,0.30667911827078354,-0.03614525611093922,-0.09123984969453225,0.23981618423832662,0.018429857875993827,0.18579046744233518,0.0
ASC,-0.1282051282051282,-0.11363636363636365,0.10000000000000009,-0.2857142857142857,0.0,-0.06666666666666665,0.0,0.0,-0.0625,-0.1578947368421053,-0.19148936170212771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AV,-0.20849832164177595,0.039786264647280856,-0.10748128435347082,-0.18466545672077617,-0.07391183913388466,-0.0688289375319685,0.055857644017725416,-0.11470358670911174,-0.030175608248158126,0.014404599179866473,0.004823345963982595,-0.0024058708083645186,-0.16219984874267357,0.009998226781062103,0.012145665146876539,0.08333676082932939,-0.06269494697442302,0.006206492837848243,0.017218248473674036,-0.0460785655625513,-0.057299445489237155,0.035407245108583174,0.09081304012008329,0.008420774182170687,-0.11223601167664177,0.016868484854515087,-0.009282564550789574,0.07484963322161042,0.09150170582679618,0.004375181492595193,0.1859989897598382,-0.031707284538530334,-0.17835979570513139,0.07775599077070883,0.02888880786572834,-0.023861402974568735,0.004356978314401516,0.07429800270515896,-0.05754452562963197,0.030200466470853726,-0.08961410231267075,0.053646363173957434,0.0777447054540783,-0.010064908911302406,-0.049945824891549084,0.03863032610287198,-0.08484783515890304,0.15115976712105383,0.0
AVON,-0.15836251488703623,0.04922833030260643,-0.0384580897385316,-0.11286114292987148,0.5215686274509803,-0.041353383458646586,0.209090909090909,0.04265402843601884,-0.015807203938844272,-0.19636721235610577,0.053648487212619056,0.4914188059050253,-0.3470095210959945,-0.10368384089893379,-0.02922309337134721,0.08487891250994584,-0.07911330354286417,0.12856976473328685,-0.24527970183889458,-0.11876433042077217,0.02184650455927062,0.0005940076508186287,0.17369115787908096,-0.12240169685103608,-0.03778072578556124,-0.028075957672442087,-0.07028556837043021,0.21463956784326554,0.04176240396352404,-0.01927715085470838,-0.11324289304837887,-0.13653519531987168,-0.3139216039877739,-0.11854686850407181,-0.0260414599096489,-0.058826606289533734,-0.1168819599109131,0.01138274867851985,0.04770662088882194,0.10885005156197902,-0.12316818220447012,0.09855331162429426,-0.06756874392821466,0.009089886929817936,-0.030835294237835376,0.4469283377350308,0.02791734197730955,-0.027159131223146393,0.0
