firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48
39116,3.1648333385,-0.215802977,-7.140970716,0.0,1.0262482731,4.4454416088,-0.116811417,-0.052400188,0.1760075153,0.0,-0.015387068,0.0083734481,0.167115903,-0.251867086,0.0083734481,7.0,-0.014335189,-0.090909091,-0.251130367,-0.21923112,-0.262573952,0.140333478,0.0411882788,-0.016646313,-0.063812005,0.5426102982,0.0,4.0168899243,-0.205947145,2.2610658125,-0.241801973,11.604555315,5.0799544203,-0.026754509,0.0,0.0,1.0,0.0,0.0,0.2297576324,1.0,-0.093776405,-0.414984478,0.0173002845,1.8226954502,-0.114993175,-0.703015793,-1.644825814,-84.2241617,0.0703285499,9.783267174,0.0045343285,-0.051173267,-0.066167114,0.1062336125,0.0496805919,0.0145194523,0.0,-0.024735215,-0.039337475,1.0,9.5636872842,0.5559502664,0.0,0.0769230798,0.0360664225,0.0535888873,0.5807813535,0.9922739786,9.2952824e-07,6.1699811e-08,1.6035969687,2.571523238,-0.099093673,0.0720675864,0.2833333518,0.5654162655,0.0,-0.0869565217391304,-0.125,-0.125,0.05,-0.0454545454545454,0.0,0.05,0.1052631578947369,0.1666666666666667,-0.125,-0.1923076923076923,-0.25,-0.2758620689655172,-0.3225806451612903,-0.3,-0.2758620689655172,-0.3225806451612903,-0.3636363636363636,-0.475,-0.475,-0.4,-0.4473684210526315,-0.25,-0.125,0.1666666666666667,0.2352941176470588,0.2352941176470588,-0.0454545454545454,-0.0869565217391304,0.0,0.1052631578947369,0.1666666666666667,-0.125,-0.0869565217391304,0.1666666666666667,0.0,-0.0454545454545454,-0.0454545454545454,-0.0869565217391304,0.1052631578947369,0.0,0.05,0.0,0.0,-0.2222222222222222,-0.2222222222222222,-0.125
50032,0.605782781,0.1229820834,-1.239463168,0.0331897891,1.1950023783,8.8297320438,0.146947615,0.1317370807,1.2741466697,0.0022909507,0.126324951,0.0596664637,0.8228268493,0.0217891232,0.0596664637,8.0,0.0386607692,0.0714285714,0.1452528488,-0.323599915,7.23748e-05,0.1180863301,0.0165421472,0.1164680917,0.1425673219,0.5739666801,0.0,1.5112495802,-0.040257147,0.6395035011,0.0203391477,39.402827935,73.511943735,0.1935277832,0.0,0.0,1.0,0.0,0.0,3.7254062279,5.0,0.001971319,0.090280411,0.0478015198,-0.74583656,-0.173682408,0.722216159,-0.750355115,246.8469702,0.0638720064,13.532859144,0.0029886112,0.0188945314,0.0557280154,0.1862117032,0.1619621744,0.0075812731,1.0,0.0043726907,0.0034592473,4.0,12.233631877,0.3130240929,0.0,0.0697674453,0.0287845186,0.0240754798,0.7329845955,1.5801465501,1.8802032e-08,5.2306807e-08,0.4632722437,0.2146211718,0.4359774437,0.0335927653,0.0263295363,1.0595330698,0.0447761194029849,0.25,0.1965811965811965,0.2669683257918551,0.2903225806451612,0.320754716981132,0.320754716981132,0.1965811965811965,0.3526570048309179,0.4814814814814814,0.4583333333333332,0.4583333333333332,0.320754716981132,0.4583333333333332,0.4507772020725389,0.4358974358974359,0.5819209039548023,0.627906976744186,0.728395061728395,0.7721518987341771,0.728395061728395,0.6568047337278107,0.5053763440860215,0.5909090909090908,0.728395061728395,0.7177914110429449,0.9047619047619048,0.917808219178082,-0.0410958904109589,-0.125,-0.081967213114754,-0.0035587188612099,-0.0789473684210526,-0.2156862745098039,-0.2112676056338028,-0.1358024691358025,-0.0967741935483871,-0.0697674418604651,-0.0070921985815602,-0.1194968553459119,-0.1139240506329114,-0.125,-0.0508474576271186,0.0035842293906809,0.0035842293906809,-0.1515151515151515,-0.1591591591591591,-0.0476190476190476
49330,1.54276714,0.0838811293,-15.72879407,0.0,3.1010244328,13.193470705,0.0724574547,-0.037377024,0.7761695835,0.0,-0.078506611,0.0182800075,1.0316573557,-0.002655455,0.0182800075,8.0,0.0190884194,-0.083333333,-0.032033112,0.9679668877,0.0723661346,0.0725059376,-0.128260057,-0.008380959,0.0574966987,0.4764310862,0.0,1.9500116252,0.1298720138,0.4073471286,-0.207864126,129.47904957,74.729089352,0.0827287441,0.0,1.0,1.0,1.0,0.0,2.4423783861,6.0,1.2097496262,0.1321104533,-0.109070583,0.5853596602,9.542444317,0.5304123144,4.7754306951,-23.8255256,0.1715681332,10.911315446,0.0291428918,0.0050257358,0.0163270906,0.0689897557,0.0219425368,0.0024438965,1.0,0.1950102586,0.0667522438,3.0,10.931377797,0.5542524157,0.0,0.0408163257,0.0175351419,0.0264279276,0.6866179785,1.3868324666,1.5913097e-07,6.9094237e-08,1.2247422411,1.4999935571,0.0310993333,0.0651614101,0.4169919503,0.3776152798,-0.0422535211267606,-0.1807228915662651,-0.2688172043010752,-0.2444444444444444,0.0461538461538462,-0.0144927536231883,-0.1604938271604938,-0.1707317073170732,-0.2093023255813954,-0.2608695652173913,-0.3818181818181818,-0.5,-0.5,-0.3982300884955752,-0.3818181818181818,-0.3818181818181818,-0.3761467889908256,-0.3644859813084112,-0.3461538461538461,-0.3461538461538461,-0.3644859813084112,-0.3199999999999999,0.1525423728813559,0.3333333333333332,0.5111111111111111,0.4782608695652173,0.5813953488372092,0.4782608695652173,0.3333333333333332,0.1724137931034481,0.3333333333333332,0.2830188679245282,0.2830188679245282,0.0625,0.0,0.1724137931034481,0.2142857142857142,-0.081081081081081,0.0625,0.3600000000000001,0.3600000000000001,0.3333333333333332,0.3600000000000001,0.4782608695652173,0.5454545454545454,0.2142857142857142,0.2592592592592593,0.3333333333333332
17304,1.495557487,0.1655502011,-57.40149389,0.0663179127,2.5842301682,5.3072453514,0.0963156361,0.3450400242,0.6311528326,0.0043689802,0.5955366658,0.1422561018,3.0595707105,-0.340962345,0.1422561018,8.0,0.0826371632,0.1403508772,0.2318253831,-0.082251052,0.0602619186,0.0563285595,-0.141974081,0.2684139063,0.0591704274,0.5792401873,0.0,1.6464301541,-0.345932841,1.041303148,-0.410287807,155.8141851,3.8935657382,0.1238846127,0.0,0.0,0.0,0.0,0.0,1.2675285373,3.0,0.0056998793,0.0453354244,0.1197478758,0.0509924792,0.1981690616,-0.825776339,-0.637865689,193.47668624,0.1009787408,13.600848128,-0.00327317,0.0024040833,0.0065103734,0.2705589355,0.0090043739,-0.062934979,1.0,-0.003803323,0.0561711919,4.0,12.900759266,0.5417767318,0.0,0.0230263155,0.0093173928,0.0160854729,0.8269954609,1.8849525504,4.8167613e-09,4.3711791e-08,0.6631854895,0.4398149935,0.4295620088,0.0349134037,0.3685293442,0.6320951071,-0.0608695652173912,-0.04,-0.1325301204819277,-0.0484581497797357,-0.0357142857142857,0.0236966824644548,0.0334928229665072,0.0384615384615385,-0.0357142857142857,0.0384615384615385,0.0,-0.056768558951965,-0.0608695652173912,-0.0484581497797357,0.0236966824644548,0.1739130434782609,0.2705882352941176,0.2558139534883721,0.2934131736526946,0.3846153846153846,0.2857142857142858,0.180327868852459,0.148936170212766,0.08,0.2272727272727273,0.1999999999999999,0.2067039106145252,0.3333333333333332,0.3333333333333332,0.1868131868131868,0.130890052356021,0.1020408163265305,0.1076923076923077,0.0485436893203883,0.0485436893203883,0.1020408163265305,0.085427135678392,0.1612903225806452,0.1868131868131868,0.2558139534883721,0.2781065088757397,0.1933701657458564,0.2413793103448276,0.1739130434782609,0.1868131868131868,0.0285714285714284,-0.0091743119266054,0.1134020618556701
47730,1.1583821453,0.1517120511,-13.6346971,0.0465283289,0.6652313574,6.7526712195,0.1850260816,0.1026907306,0.7449193379,0.0326492537,0.0660347426,0.0933198582,1.0694942904,-0.010543121,0.0933198582,7.0,0.013351743,0.0,0.1042466823,-0.048704536,0.0251493334,0.2869379015,-0.039233093,0.0609380144,0.1249038646,0.5242638022,0.0,2.5274394984,-0.026684024,2.1179457947,-0.032333998,137.38418933,7.4815596808,0.3639644482,0.0,0.0,0.0,0.0,0.0,1.1513410883,5.0,0.2480523397,0.1428594743,-0.118578947,0.4560722652,27.708010404,0.1360954903,-15.79206045,-201.1003437,0.2116229381,11.394490967,0.0023638347,0.0230607966,0.0376388149,0.1324373617,0.0198065745,0.0079002167,2.0,0.0040577647,0.0681964466,3.0,10.523163097,0.2787015044,0.0,0.0428082198,0.0215223967,0.0228614542,0.6390056923,1.1722183243,1.4985699e-07,7.0952587e-08,0.77638892,0.6027797551,-0.079775494,0.0341393434,0.5804480183,0.7203408266,0.0208333333333332,0.1461988304093566,0.0769230769230768,0.2250000000000001,0.1529411764705881,0.2098765432098766,0.1951219512195121,0.3066666666666666,0.3424657534246575,0.5076923076923077,0.380281690140845,0.2727272727272727,0.1951219512195121,0.2098765432098766,0.1264367816091953,0.1597633136094673,0.2980132450331125,0.5555555555555556,0.5680000000000001,0.4202898550724638,0.4736842105263157,0.5076923076923077,0.6470588235294117,0.6198347107438016,0.8490566037735849,0.7818181818181817,0.8148148148148149,0.7818181818181817,0.6065573770491803,0.5555555555555556,0.6896551724137931,0.75,0.7818181818181817,0.5806451612903225,0.5555555555555556,0.7818181818181817,0.8317757009345794,0.798165137614679,0.75,0.6470588235294117,0.7192982456140351,0.6610169491525424,0.75,0.6470588235294117,0.75,0.3424657534246575,0.3066666666666666,0.2810457516339868
48581,0.7703825636,0.1381618656,-1.325741694,0.0130224051,1.3370156988,1.9678463649,0.1849998727,0.0443327267,0.3766266103,0.0028889806,-0.031026042,0.0305420548,0.4647427412,0.0739521414,0.0305420548,8.0,0.0003711909,0.0,0.144084558,0.328482666,0.033294144,0.0888086886,0.0906584635,0.0305728632,0.1990624763,0.433110884,0.0,1.6225187796,0.0455676507,1.2990893449,0.0259539701,10.252715838,13.18206322,0.172609564,0.0,0.0,1.0,1.0,0.0,1.0268541714,6.0,0.0752391468,0.0750125841,0.0565596069,-1.31133854,-0.382533202,0.4758632576,0.2512891657,-60.37745659,0.1851852985,11.894149109,0.0045352415,0.0212875556,0.0612846788,0.0578692273,0.0893577888,-0.106398025,2.0,0.0084987045,0.0268845703,4.0,11.454733429,0.7554869684,0.0,0.0466101691,0.0175700739,0.0232903602,0.5761250639,1.5735181459,3.4290119e-08,4.3526991e-08,1.7153894035,2.9425608055,0.0187463133,0.0552903452,0.4976576994,0.4524278712,-0.1059602649006622,-0.1059602649006622,-0.0625,-0.0425531914893616,0.0150375939849625,0.134453781512605,0.1637931034482758,0.125,0.134453781512605,0.3500000000000001,0.238532110091743,0.0305343511450382,-0.0878378378378378,-0.2058823529411765,-0.0492957746478873,0.0975609756097561,0.115702479338843,0.115702479338843,-0.0357142857142857,-0.4444444444444444,-0.4467213114754098,-0.3478260869565217,-0.2894736842105263,-0.2058823529411765,0.062992125984252,0.0,-0.0559440559440559,0.2053571428571428,-0.0357142857142857,0.1637931034482758,0.40625,0.4361702127659574,0.6265060240963856,0.3366336633663367,0.2162162162162162,0.1842105263157893,0.1065573770491803,0.2735849056603774,0.134453781512605,0.2162162162162162,0.3106796116504855,0.3636363636363635,0.588235294117647,0.4210526315789473,0.6875,-0.0816326530612244,-0.2151162790697675,0.1065573770491803
44652,1.0995236269,0.245090348,-13.43967659,0.0725148804,3.6017293254,26.944242357,0.102277665,0.0489840618,1.251361184,0.0024434942,0.0189159347,0.0729070101,1.4961116619,-0.12159218,0.0729070101,7.0,0.0203357843,0.0191082803,0.1054073727,0.0475462503,0.0267570836,0.1253319476,0.0521396568,0.0850786393,0.1874989749,0.5402112328,0.0,1.314914007,0.038321413,0.2333020444,0.1674985038,133.86501424,181.28759894,0.1546584211,0.0,0.0,1.0,0.0,0.0,5.1710907336,6.0,0.0028041835,0.1601171853,-0.004518771,-0.252095715,-0.398692771,0.605354042,-0.893736418,116.03989508,0.0638720064,13.490040253,0.0055731893,0.0145772426,0.0483424621,0.2289100429,0.0630322938,-0.00277938,1.0,0.0147565522,0.0315402839,0.0,12.408428625,0.3566792402,0.0,0.0488721803,0.01372039,0.0140274312,0.9908407683,1.3419743303,2.0549993e-08,9.5584059e-08,0.5649492829,0.3191676922,-0.355223654,0.0414101204,-0.102003315,1.0595330698,0.0166666666666666,0.1545741324921135,0.1768488745980707,0.2620689655172414,0.4409448818897639,0.7102803738317758,0.5508474576271187,0.6636363636363636,0.8118811881188119,1.0333333333333332,0.9891304347826086,0.8484848484848484,0.7511961722488039,0.8391959798994975,0.7023255813953488,0.7941176470588236,1.022099447513812,0.9572192513368984,1.1403508771929824,0.8029556650246306,0.641255605381166,0.6266666666666667,0.6944444444444444,0.5844155844155845,0.605263157894737,0.7941176470588236,0.946808510638298,1.191616766467066,0.7264150943396226,0.605263157894737,0.7183098591549295,0.6866359447004609,0.5913043478260869,0.4409448818897639,0.4241245136186771,0.7102803738317758,0.90625,0.7511961722488039,0.7941176470588236,0.7941176470588236,0.8484848484848484,0.6944444444444444,0.6561085972850678,0.7264150943396226,0.7941176470588236,0.5775862068965518,0.5641025641025641,0.8300000000000001
44548,0.706790062,0.1344847679,-2.463847566,0.0188289512,1.071854979,4.777162291,0.0510242237,0.0828838636,0.8681857918,0.5,0.0197041161,0.1394056019,1.773166801,-0.103979158,0.1394056019,8.0,0.1192834913,0.347826087,0.1470659984,-0.093623384,-0.003176572,0.1054016279,-0.001144847,0.1938080393,0.1951850834,0.5498223512,0.0,3.0537995741,0.0291469578,0.6262643066,-0.354940647,42.571463061,56.308797701,0.1757728505,0.0,0.0,1.0,0.0,0.0,2.3236897563,5.0,0.0110030997,0.2649421564,0.3272230856,-0.737774946,0.3096826054,-0.728193028,-0.400882501,-266.267077,0.1009787408,12.089047135,-0.000971559,0.012726628,0.0323948707,0.1027753814,0.1315908925,-0.005383158,1.0,0.0021569132,-0.04438786,5.0,11.54461549,0.4418604651,0.0,0.0473372787,0.0222575395,0.016754802,1.070076733,1.6881323358,9.3964282e-08,7.8395216e-08,0.9488280158,0.9002746035,-0.156441554,0.0498470721,0.7651092711,0.6320951071,-0.0761421319796954,-0.0618556701030927,-0.0618556701030927,0.0340909090909091,-0.0108695652173913,0.0705882352941176,0.089820359281437,0.0340909090909091,0.089820359281437,0.2816901408450705,-0.2155172413793104,-0.3079847908745247,-0.3,-0.2972972972972972,-0.1574074074074074,-0.1727272727272727,-0.0899999999999999,0.0833333333333332,0.2465753424657535,0.2133333333333333,0.3481481481481481,0.2638888888888888,0.3787878787878789,0.5041322314049588,0.625,0.467741935483871,0.5689655172413792,0.75,0.421875,0.3382352941176469,0.4918032786885247,0.5964912280701755,0.9361702127659576,0.6396396396396395,0.75,0.8958333333333333,0.956989247311828,0.956989247311828,0.8200000000000001,0.75,0.9361702127659576,0.8383838383838385,0.8571428571428572,1.0681818181818183,1.2469135802469138,0.7843137254901962,0.4108527131782946,0.8383838383838385
45583,0.4787332609,0.0787368238,4.9546443217,0.0207067621,0.3152619281,1.3201593237,0.1877467293,0.0942699039,0.6037509688,0.0001622586,0.0344560588,0.0486022653,0.4701132201,0.041721602,0.0486022653,8.0,0.0331359521,-0.01754386,0.1133210246,0.1086414367,0.0399265782,0.1514204432,0.017727231,0.0900881415,0.1380245259,0.6106271228,0.0,5.3935710582,0.0381534497,2.3633273806,0.0425946974,17.595841342,7.0006604331,0.3338830743,0.0,0.0,1.0,0.0,0.0,1.0066223102,6.0,0.0117785299,0.0230569255,-0.032807692,-0.829590122,9.4729000469,0.5682272419,0.0646315762,74.313672451,0.1594209882,12.418480778,0.0025647289,0.0284822189,0.0465054689,-0.003442491,0.1455799587,0.0371607838,2.0,0.0039014898,0.0253249505,4.0,11.499048372,0.5529418127,0.0,0.0451127812,0.0246562202,0.0273726166,0.5529887564,1.7256149149,3.7964991e-08,3.641206e-08,1.1539812399,1.3316727021,-0.044783954,0.0549127408,0.6126004213,0.8816363919,-0.0120481927710843,0.0718954248366012,0.0933333333333332,0.0789473684210526,-0.0939226519337016,-0.1717171717171717,-0.0888888888888889,-0.1413612565445026,-0.0060606060606061,0.2913385826771653,0.2713178294573644,0.1714285714285714,0.2058823529411764,0.2058823529411764,0.5045871559633028,0.6399999999999999,0.8636363636363635,0.7083333333333333,0.7083333333333333,0.5769230769230769,0.4642857142857142,0.9294117647058824,0.8021978021978022,1.0,1.6451612903225803,1.6885245901639343,2.037037037037037,2.215686274509804,1.8771929824561404,1.6885245901639343,2.1538461538461537,2.215686274509804,2.4166666666666665,2.0943396226415096,1.827586206896552,2.346938775510204,2.346938775510204,2.346938775510204,2.4166666666666665,2.48936170212766,2.565217391304348,2.28,2.1538461538461537,2.48936170212766,2.727272727272727,1.5625,1.6031746031746033,1.8771929824561404
57920,0.5444780041,0.0932006505,-0.224002271,0.013734954,0.7896388669,3.0982057852,0.1329309673,0.1680277222,0.6179023773,1.0,0.1841461834,0.121590999,1.6153180441,-0.057348042,0.121590999,8.0,0.071490724,-0.019230769,0.2180786123,0.0970871442,-0.097444476,0.1854566979,0.1019384982,0.100099368,0.1454162021,0.6218653898,0.0,2.5141481481,0.0728656216,1.176345679,0.0903290983,29.080737616,7.0567679286,0.1602031613,0.0,0.0,1.0,1.0,0.0,1.4188199932,3.0,-0.381613994,0.2500361737,-0.002382351,0.5544298371,-1.167793137,0.9872347145,-1.884328778,105.4696552,0.5375397949,12.710973502,0.002527074,0.0197645788,0.0493743846,0.1032598911,0.0798566277,0.0033588886,2.0,-0.002413987,-0.016938899,5.0,12.345069078,0.7299301298,0.0,0.0581395365,0.0263776745,0.0454844137,0.9251429408,7.5525619323,3.6796553e-08,3.3555024e-08,1.5145342382,2.2938139586,0.0130640496,0.0529632658,0.7319952706,0.3853594196,0.0206185567010308,-0.0999999999999999,-0.1818181818181817,-0.1391304347826086,-0.175,-0.0388349514563106,-0.2079999999999999,-0.1951219512195121,-0.1885245901639344,-0.175,-0.2556390977443609,-0.648936170212766,-0.6867088607594937,-0.6586206896551724,-0.6305970149253731,-0.674342105263158,-0.610236220472441,-0.5619469026548672,-0.6333333333333333,-0.6775244299674268,-0.5840336134453781,-0.4789473684210527,-0.7105263157894737,-0.648936170212766,-0.56,-0.6008064516129032,-0.5657894736842105,-0.5240384615384616,-0.5840336134453781,-0.5395348837209302,-0.484375,-0.3850931677018633,-0.1680672268907562,-0.3076923076923077,-0.3076923076923077,-0.2666666666666667,-0.1951219512195121,-0.1680672268907562,-0.0660377358490565,-0.0660377358490565,0.2222222222222223,0.2073170731707316,0.3561643835616439,0.3378378378378379,0.4347826086956521,0.0421052631578946,0.03125,0.1123595505617978
