firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom
54594,0.7829043353,0.1013252153,-0.94764584,0.0,1.0390767391,1.8526267851,0.095149951,0.2757286446,0.2847645211,0.0276710223,0.3546713406,0.0484178128,0.7765397056,0.0226421624,0.0484178128,34.0,0.0765668043,0.3846153846,0.305088068,0.1907125623,0.0521740504,0.1287142429,0.0400074051,0.1534169513,0.1841442367,0.4857088502,0.0,3.5855129772,0.4243080088,1.5918745624,0.3470394569,12.317507893,6.8400519578,0.171384555,0.0,0.0,1.0,1.0,0.0,0.5707192616,6.0,-3.099186509,0.1565758571,0.2216034819,0.4005282795,-2.291112288,-0.029989735,-545.5362233,0.0644260688,13.092440889,0.0001179228,0.011237803,0.0261527027,0.0877304899,0.0562556542,0.0079834712,0.0,-1.8904e-05,1.5616082339,0.145758193,4.0,14.206000895,3.2177343636,0.0,0.1325622648,0.054434344,0.0613310453,0.3924652844,6.7267649042,6.0891331e-09,5.5719355e-09,1.3789077226,1.9013865073,0.0929872774,0.0544981842,0.1475161763,-0.465842079
13056,1.0281001763,0.0907995632,-5.556959028,0.0237602361,0.9383097393,1.9359214449,0.0660266234,0.0147417577,0.5872268467,-0.115469042,0.1245716002,-0.089407761,-1.922203553,0.2653348061,0.0894077611,34.0,0.0190099932,-0.055363322,0.018255156,0.4099487479,0.0613805316,0.1639668249,-0.053415336,0.035761725,-0.068304144,0.2469546565,0.0,1.4795290227,-0.30954905,1.0006144719,-0.394759864,14.384218623,28.082185934,0.1621177667,0.0,0.0,0.0,0.0,0.0,1.0114905182,7.0,0.0400079212,0.1611192774,-2.292186732,-531.4675658,-0.712000534,35.585369344,-546.7991373,0.0742788069,12.264813224,-0.002285698,0.0012963405,0.0024123742,0.0273299341,0.0465003558,-0.007051873,0.0,-0.002487562,0.6426312543,0.0027392262,5.0,13.069869136,3.8926874536,0.0,0.2516129017,0.0885835368,0.1191393934,0.3941508471,6.1677915452,3.0224811e-08,6.4900591e-09,1.0546337547,1.1122523566,0.0839525866,0.0652129012,-0.4888137,-0.569770928
50091,0.4607036416,0.0632445628,2.0491428461,0.008490536,0.2694038384,0.6527306435,0.0392184295,0.1121034122,0.2569280753,0.0070523416,-0.040524759,-0.003078011,-0.033742231,0.0653785754,0.0030780111,33.0,0.0307099866,0.04,0.1490039696,-0.008088674,-0.06067661,0.0980481319,-0.244006176,0.1196696205,0.2261628467,0.6153831459,0.0,2.9808118872,-0.026109834,2.3650467572,-0.051700099,4.0596913139,3.404699598,0.2939546287,0.0,0.0,1.0,0.0,0.0,0.4400275311,5.0,0.0940342545,0.0030972965,0.0349870662,-0.042529842,0.4269728023,-0.044867235,-1974.217434,0.1754364449,13.091249602,0.0051711343,0.0207392453,0.0314953685,0.0047152944,0.2154067465,-0.017891299,0.0,-0.002396029,5.976744186,-0.276923513,3.0,13.850637091,3.3840721425,0.0,0.0971731842,0.0485857437,0.0660906143,0.5388625774,11.847503792,5.2364208e-09,4.8773974e-09,2.0614465496,4.2495618768,0.0602669082,0.0619444115,-0.026069313,-0.576206677
14526,0.6432895469,0.0975845617,-5.130662916,0.0185177839,0.6305043191,1.9933042569,0.1343524827,0.254579093,0.4743288041,0.0068301226,0.3064878005,-0.085317117,-1.000671763,0.1952346771,0.0853171174,34.0,0.0120473718,0.1707212056,0.1321979798,-0.047925779,0.1483506636,0.1211256764,-0.123822801,0.1502690572,0.2075546956,0.475280642,0.0,1.4619688126,-0.041543172,1.1976820912,-0.038681546,71.902234181,4.6563433979,0.2622563305,0.0,0.0,0.0,0.0,1.0,0.8923358284,5.0,0.0114542433,-0.081722176,0.1296053392,0.2148711341,0.1178488485,0.104663773,-619.9717747,0.0608126715,12.628183007,0.0005402721,0.0217254892,0.0424019126,0.0478693929,0.009590754,-0.0207471,1.0,0.001,1.9651493633,-0.110884652,7.0,13.248460548,2.648404785,0.0,0.1414048672,0.0560453878,0.0795464557,0.455832842,7.0982640372,1.0363208e-08,5.0697448e-09,1.579918444,2.4961422898,0.0057114119,0.0562341423,-0.240292366,-0.445471131
11581,0.3562845361,0.0693568166,5.4859615338,0.0012711794,0.5879776424,0.9417498164,0.1415618634,0.1116795578,0.40240982,1.0236322902,0.0379885198,-0.030009864,-0.388048374,0.0962706166,0.0300098638,22.0,0.0112660839,0.0135135135,0.1406651457,-0.022543685,0.0454404226,0.3322853958,0.1344386349,0.0355402805,0.2592109553,0.2843146156,0.0,1.9042699879,0.096051947,1.2119726798,0.145360477,13.577777052,7.3442515139,0.1639951543,0.0,0.0,0.0,1.0,1.0,1.135215364,8.0,0.2520585045,0.0137397925,-0.017356466,-0.660285205,-4.694640768,0.0008405409,-592.9676909,0.0439735416,13.275152592,0.0008642196,0.0202709342,0.0566466281,0.0084103856,0.0734538013,-0.014671261,0.0,0.0,1.3985291445,-0.156816021,6.0,14.291683471,2.7792148294,0.0,0.1190780848,0.054243974,0.0768233115,0.3375210761,5.2585095439,5.8743083e-09,5.8996449e-09,1.0681778692,1.1410039603,-0.016963208,0.0453110744,-0.427538022,-0.549541759
15203,0.2166270845,0.0477122061,53.799673203,0.0042287452,0.2098141061,0.5449955577,0.1861017825,0.3662925961,0.5493362529,0.003033367,0.4955092099,0.1208756253,0.9355416294,0.0030754511,0.1208756253,34.0,0.1613829787,0.6176470588,0.2852825627,-0.049203176,0.0507134433,0.0631253411,-0.338637463,0.3771041467,0.2607830951,0.5323888917,0.0,3.8852874859,-0.059067109,1.3762683202,-0.28379218,41.696078431,8.2636010363,0.314890502,0.0,0.0,1.0,0.0,0.0,0.937849596,4.0,-0.925886144,-0.018786463,0.5261056938,0.1065579002,1.5809704057,0.0104904267,-3675.349251,0.0410781622,9.689260429,-0.017964411,0.0193455592,0.0463034685,0.0235178853,0.0110943964,-0.09802182,0.0,-0.007520365,3.1925463367,-0.463727549,4.0,9.6064484931,0.6179963205,0.0,0.1398773342,0.0594500399,0.0953738762,0.5116336137,1.2584643991,1.6323633e-06,4.0348087e-08,1.8280947059,3.3419302539,-0.035277953,0.105650341,-0.300574296,-0.549541759
16126,0.3402068829,0.0644492746,106.10246071,0.0,0.1097811737,0.7453122859,0.2262470433,-0.037773508,0.4407091803,1.0815170757,-0.474565508,-0.057012838,-0.405879804,0.0906079335,0.0570128378,33.0,0.0136824723,0.0930053805,0.2298843069,0.4561309008,-0.023754352,0.1656622139,0.1924201469,0.046399347,0.3149674308,0.4488128016,0.0,2.4122868653,0.0710909599,1.0896571107,-0.069092447,143.77772789,8.230759344,0.5212710794,0.0,0.0,0.0,0.0,0.0,0.7831629899,7.0,0.0062976226,0.1042407277,0.0518895141,-0.08821153,-0.334821266,3.70293e-05,-632.7481447,0.0608126715,12.715151251,0.0103779011,0.0360227425,0.0719358986,0.0410380384,0.0379794461,-0.108248932,2.0,0.0016110472,1.6801232204,-0.017928842,6.0,13.347918344,4.0976286779,0.0,0.140919894,0.0622509626,0.0736792367,0.5746692815,23.032236003,8.6828093e-09,3.5704219e-09,1.5662065613,2.4530029927,0.0274936764,0.0666991279,-0.524829935,-0.445471131
16249,0.1186681915,-0.014359581,9.3416918524,0.0,0.0078362454,0.0302793465,-0.910615522,-0.117286994,0.1305973215,0.0043247309,0.1493955095,-0.067075433,-0.630176302,-0.005310513,0.0670754326,23.0,-0.003709442,0.0444444444,0.8147494707,0.7592619146,0.538322328,0.0832177531,-0.70838822,0.049379673,-0.130607315,0.8974100619,0.0,15.667971809,-0.274812413,14.552075176,-0.281203122,0.3238257146,1.9880170081,-1.863398955,0.0,0.0,0.0,0.0,1.0,0.1371204279,4.0,6.8592959377,0.1312130126,0.0175421475,-0.135837828,9.4618385627,0.2100035524,-1326.177473,0.0407097253,10.733160966,0.010475721,-0.028149412,-0.029345689,0.0047629771,0.7391445991,-0.297800958,1.0,0.0030143934,-0.377365195,0.001658889,4.0,10.278087195,0.3803162694,0.0,0.2068965137,0.1217753414,0.168836165,0.9966134026,1.9354466541,1.0713665e-06,4.237029e-08,0.6638404277,0.4406841134,0.2730218627,0.0855955048,-0.46240102,-0.446219239
17137,1.8542799311,-0.094307034,-49.96345393,0.0899675778,1.1024787238,2.8109776813,-0.082323832,0.00247147,0.3508874384,0.0002541511,0.2315272507,-0.004666151,-0.146115035,-0.080527358,0.0046661511,33.0,0.0053815416,-0.198333333,-0.100026202,-0.109411087,0.0727634767,0.0991330301,0.0287973774,-0.045654439,-0.097347428,0.3346203609,0.0,1.9634943634,-0.191314488,1.0702901368,-0.180405064,83.488976823,7.6500569771,-0.014672116,0.0,0.0,1.0,0.0,0.0,0.4867927325,2.0,-0.045135078,-0.116285551,-0.172188452,0.9430969407,-1.028016628,-0.206877417,-858.5271951,0.1436951932,10.00238858,-0.002633394,-0.008767351,-0.014285945,-0.002845422,0.0197114738,-0.023879323,0.0,-0.02811648,0.6050691314,-0.09618008,3.0,9.9866956841,1.0247195618,0.0,0.2517985702,0.1064468371,0.123445978,0.7529158048,2.0982255337,2.290777e-06,3.11225e-08,1.1240440173,1.2634749528,0.1385685381,0.0656749737,-0.534580541,-0.644029186
85914,0.2539220914,0.0796762673,3.0524349972,0.0115522093,0.4662788807,2.2664415401,0.1865774273,-0.059837878,0.7465733235,-0.145794801,0.1227161167,-0.046946217,-0.439232409,0.1146726662,0.046946217,23.0,0.0516560316,0.0714285714,0.1137919519,0.1119671344,-0.022324596,0.1769509982,0.0134152684,0.1019896831,-0.276890824,0.5132090453,0.0,1.0846506131,-0.247397477,0.3891269021,-0.514765761,22.099944782,72.901639344,0.2559095581,0.0,0.0,1.0,1.0,0.0,1.6237703596,5.0,-0.049168122,0.2536963746,-0.06818383,-0.571212342,-0.155585593,-0.010340603,15641.000138,0.2882974454,16.568774023,-0.001797826,0.0152671756,0.0435908502,0.0569335915,0.0561579728,0.0561740192,1.0,-0.001786911,1.1715269715,-0.109061701,6.0,17.799928587,5.288735947,0.0,0.1350586414,0.0533645169,0.0607302459,0.3385683211,13.144074626,9.648778e-11,2.8868046e-09,1.2627148749,1.5944488552,0.0069590251,0.0394673766,0.1124341842,-0.531609915
