firms,clusters,mom1
65832,32,-0.0153383458646615
66413,40,0.1799999999999999
21020,29,0.0562406015037593
11499,4,-0.0666666666666666
62500,34,-0.2289719626168224
81912,45,-0.030881527231892
27991,15,-0.01248654467169
20482,12,-0.0367421922841396
10656,13,0.0
10123,3,-0.1349605168700645
11647,31,0.126865671641791
60038,20,-0.2328767123287671
85084,30,-0.0120520017272223
79678,37,0.0599455040871934
10779,38,0.1428571428571428
61487,36,-0.068259385665529
85164,3,0.0434782608695651
61241,47,0.2344186046511627
28222,21,-0.0530209617755856
11368,28,-0.0857142857142857
51721,16,-0.0145348837209302
11456,34,-0.0625
28804,11,-0.1007697690692791
11587,48,0.0438596491228069
42083,36,-0.0099850224663007
48514,1,0.2723214285714284
11691,21,-0.1719128329297821
71271,12,-0.0128332175304433
10137,36,-0.0250790305584827
44740,33,-0.0785714285714285
11851,15,-0.24
10145,12,-0.1268992082174191
41443,12,-0.0230912476722533
12002,18,-0.1209677419354838
45911,44,-0.0232558139534884
68814,38,-0.2256637168141592
12117,8,-0.208955223880597
24643,4,0.0053131991051456
84260,14,-0.1578947368421053
28484,48,0.0849999999999999
80778,29,-0.102803738317757
81073,23,0.0119047619047618
39482,39,-0.0816326530612244
10225,27,0.0183540556542332
12758,36,-0.1304347826086956
57904,15,-0.5422207446808511
15667,12,-0.0488910474340295
66800,31,-0.0158924205378973
10488,3,0.0363636363636363
13304,14,-0.1723163841807909
85404,4,0.0416666666666667
13470,30,0.0476190476190476
13603,4,-0.2244897959183673
58560,4,0.246
13769,50,-0.0458015267175573
81285,48,0.0430867031608688
69200,47,-0.1658722592945662
10401,29,-0.0739130434782608
11144,36,0.0250000000000001
23544,24,0.1630003606202668
14008,50,-0.1647875108412836
14059,8,0.0
18075,25,-0.0447154471544716
62770,13,-0.0350172215843859
14227,44,-0.2972027972027972
87119,33,-0.0490196078431373
29073,38,-0.1809523809523809
14323,3,-0.0416666666666666
83112,23,0.0364963503649635
29102,22,-0.0857142857142857
59184,31,0.0510297482837527
77828,13,0.0281481481481482
29145,31,0.0034403669724769
39490,36,-0.0185689948892675
14593,2,0.2093150684931506
10516,12,-0.1262458471760797
14868,46,0.034920634920635
77595,36,-0.0597014925373133
19692,38,0.1187845303867403
15035,15,0.1466165413533835
29209,50,-0.1751824817518247
24272,24,-0.010564287554754
15457,36,0.1913043478260869
15553,21,0.0129449838187702
15721,48,-0.0608216662841404
69542,4,-0.28125
44644,28,-0.0783050847457627
15991,16,-0.131578947368421
16030,5,0.0
44601,12,-0.0184905660377358
80073,14,-0.1013513513513513
27684,30,-0.1632653061224489
40416,12,-0.0581723975506358
65496,35,0.0333333333333332
53110,39,0.0178571428571427
85754,38,0.4736842105263157
62797,21,-0.0186335403726708
52484,21,0.0759036144578311
75034,48,-0.0737244897959183
10318,36,0.1321428571428571
58755,24,0.0023809523809523
57568,21,0.1079710144927537
16468,23,0.0655737704918033
24221,48,0.0327868852459016
65138,31,0.0258009639920611
16505,25,0.0808488073394495
16548,24,-0.0236382322713258
55781,21,-0.2762162162162161
16599,19,0.0158791634391943
49656,15,-0.0490536886828891
16791,3,0.2144927536231884
29532,29,-0.18
16890,21,-0.071237073918039
46877,21,0.0232138832544512
39693,25,-0.0155440414507772
85842,38,0.0
47423,1,-0.0909090909090909
26518,12,-0.1500372300819062
27887,48,0.022260831794983
29612,24,-0.1013698630136986
39642,18,-0.0183435241800999
17444,50,-0.2609561752988047
65875,4,-0.004040404040404
29639,16,-0.0169491525423729
65883,46,-0.0247855100095328
65509,39,-0.085
43772,25,-0.027336860670194
11510,46,0.2185430463576159
17778,33,-0.0689900426742532
10786,38,0.066079295154185
18033,3,-0.1679999999999999
20220,27,-0.1146711635750421
62519,37,-0.0816058777223825
65154,16,-0.3854748603351955
19561,32,-0.1043408360128618
42024,27,-0.0211970074812967
18650,35,0.1578947368421053
52230,3,-0.0710723192019948
66130,43,-0.0582157758791972
11901,44,0.0789473684210526
39757,19,-0.2149532710280374
47642,13,0.0676328502415459
17961,39,-0.0300808897876644
86079,40,-0.0999999999999999
19393,46,-0.0632392367134521
19546,37,-0.0130841121495327
10874,9,-0.0779708783466416
55597,15,-0.1140142517814727
19722,8,0.0
77465,2,0.1777777777777778
50227,46,0.0123292235921359
19880,30,-0.0981308411214954
10890,3,-0.1452991452991452
19933,19,1.2395833333333337
67432,39,0.0472727272727273
19992,24,-0.1228070175438595
79732,2,-0.0833333333333332
20117,32,-0.2511210762331838
20125,40,-0.2569444444444444
45655,41,-0.1046831955922864
64186,18,-0.0210631895687061
48282,16,-0.1058823529411764
67838,25,0.0
47626,31,-0.074054482941021
20299,39,-0.0925925925925925
62148,12,0.0077751196172251
28564,14,-0.3932748538011696
20459,11,-0.1481481481481481
46690,48,-0.0813648293963253
20504,5,0.0
20512,36,-0.0091743119266054
56602,29,0.0395010395010395
20678,19,0.3096085409252669
20750,39,0.1793814432989691
21371,36,-0.0467980295566502
27334,39,-0.0544927536231885
23114,18,-0.0043920480813683
86423,29,-0.2592592592592593
20618,25,0.0126353790613717
26374,48,-0.0739776951672861
56952,21,0.0626631853785901
30402,13,-0.0770020533880903
40707,13,-0.0254545454545455
18542,31,0.0668269230769231
53831,36,0.0119047619047618
22032,39,0.002932551319648
22437,21,0.0056818181818181
64557,15,0.001321877065433
63503,15,0.0436708860759491
60599,29,-0.0024288688410826
22374,37,-0.1437908496732026
22518,29,0.1111111111111111
22569,31,0.0859375
41419,17,-0.0636363636363636
77854,44,0.0882352941176469
22913,3,-0.1067961165048543
22921,46,0.0441988950276241
64194,21,-0.0085592011412267
21960,23,-0.1027131782945737
14541,12,0.0249824889096428
30509,39,-0.0044999999999999
23297,48,-0.0558186738836264
23318,37,-0.0627503337783711
23393,39,-0.005946935041171
79026,9,0.1159817351598173
47677,3,-0.1857993197278912
22680,21,-0.0881168177240684
23537,3,-0.0993377483443708
86685,25,0.0621890547263681
23916,21,0.0601711288987028
66878,15,-0.0549019607843136
24046,4,-0.0472440944881888
27422,29,0.0027855153203342
80703,29,0.1984435797665369
24097,37,0.02
46578,35,-0.1254171301446052
56741,13,-0.2008928571428572
24193,38,-0.1466666666666666
11995,13,0.0368589743589744
11308,46,-0.1484065623232133
24441,16,-0.35
64901,14,-0.2892459826946848
24476,37,-0.1522388059701492
30648,14,-0.0459770114942529
18729,46,-0.0641828958509737
11997,28,-0.0317460317460317
25073,38,-0.2222222222222222
25081,21,-0.0337784760408483
25129,24,-0.0584518167456555
