firms,bm,ep,cashpr,dy,lev,sp,roic,agr,gma,chcsho,lgr,acc,pctacc,cfp,absacc,age,chinv,hire,sgr,pchsale_pchrect,pchgm_pchsale,depr,pchdepr,invest,egr,tang,sin,currat,pchcurrat,quick,pchquick,salecash,salerec,cashdebt,divi,divo,securedind,convind,rd,operprof,ps,chpmia,chatoia,chempia,bm_ia,pchcapx_ia,tb,cfp_ia,mve_ia,herf,mve,chtx,roaq,roeq,rsup,cash,cinvest,nincr,sue,aeavol,ear,ms,dolvol,turn,IPO,maxret,retvol,baspread,std_dolvol,std_turn,ill,zerotrade,beta,betasq,pricedelay,idiovol,chmom,indmom,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49
54594,0.4437071918,0.0535252823,9.0101201308,0.0172121975,0.47871308,1.1537382504,0.1112780712,0.2759370677,0.4007078279,0.5074552684,0.5128785651,0.2052067901,3.1540066052,-0.115293812,0.2052067901,12.0,0.1474390147,0.1890447562,0.1327541951,-0.155987218,0.0271541626,0.1191277775,-0.091624341,0.2228306683,0.0915031184,0.5329025453,0.0,2.0081759032,-0.108067577,0.9436533303,-0.203647031,53.589455488,4.481199747,0.188455823,0.0,0.0,1.0,0.0,0.0,0.6759054758,2.0,-0.038514255,-0.042437996,-0.933520764,-0.206358981,-2.239943064,0.5967424442,0.272134034,116.4119839,0.5816114228,12.267586872,0.0019304398,0.0188792586,0.0354762417,0.0393880206,0.0233399063,-0.013922958,3.0,-4.232805e-06,1.7640671273,-0.039222473,5.0,11.303129931,0.5298018097,0.0,0.0265957452,0.014309186,0.0193725085,0.9484383366,2.2855981141,2.9303409e-08,2.7324981e-08,1.4342750523,2.0571449255,0.0294152837,0.0356085298,-0.422045217,0.0647563335,0.05,0.0106951871657754,0.1595092024539877,-0.1042654028436018,-0.0869565217391304,-0.015625,0.05,0.125,0.0441988950276244,0.08,0.2434210526315789,0.26,0.4104477611940298,0.26,0.125,0.0988372093023255,0.277027027027027,0.2193548387096773,0.0738636363636364,0.0327868852459016,0.0441988950276244,0.1385542168674698,0.1595092024539877,0.2115384615384614,0.2038216560509553,0.1812499999999999,0.2516556291390728,0.3216783216783216,0.3695652173913044,0.6875,0.6725663716814159,0.575,0.6016949152542372,0.588235294117647,0.5491803278688525,0.6016949152542372,0.96875,1.223529411764706,1.554054054054054,1.554054054054054,1.52,1.7391304347826089,1.953125,2.3157894736842106,2.5660377358490565,2.7058823529411766,2.4363636363636365,2.375,2.375
50091,1.1413407009,0.1073570042,-29.16505769,0.0326065572,1.4754039467,2.6115611287,-0.013826183,0.1411513684,0.3325636655,0.0075821398,0.195972931,0.0868777461,1.9866146124,-0.105919989,0.0868777461,11.0,0.0132717308,-0.1,0.1772633154,-0.028763617,-0.009454872,0.1039036472,0.0148561302,0.0853249578,0.0773149681,0.4439146544,0.0,1.9981346919,0.1155202371,1.2630780367,0.1513282126,71.889569108,4.0535714286,0.1391295562,0.0,0.0,1.0,0.0,0.0,0.6504759521,4.0,0.0351138963,0.02372895,-0.267832527,-0.009997111,0.6138042075,-0.387925157,0.0101794344,-107.258458,0.063541233,11.890851496,-0.001177161,0.0117420025,0.02690791,0.0384269117,0.0106001618,-0.047213359,1.0,0.0015517241,-0.185831351,0.0524570509,4.0,9.5341795754,0.2718139279,0.0,0.02991453,0.0130690823,0.0110372786,1.2017369384,0.8395263789,1.828228e-07,9.8195255e-08,0.7573761908,0.5736186943,0.0830636187,0.0345805949,0.0666171295,0.1570841673,0.0642201834862385,-0.4678899082568807,-0.4809843400447428,-0.3862433862433863,-0.3958333333333333,-0.4066496163682864,-0.3371428571428572,-0.3176470588235294,-0.2564102564102564,-0.239344262295082,-0.1654676258992805,-0.1654676258992805,-0.1007751937984495,-0.09375,-0.1007751937984495,-0.0645161290322581,0.0175438596491228,0.0740740740740741,0.0642201834862385,0.0497737556561086,-0.0085470085470085,0.045045045045045,0.0403587443946187,0.0086956521739129,-0.0169491525423728,0.0,-0.0452674897119341,-0.137546468401487,-0.1743772241992882,-0.0645161290322581,-0.021097046413502,-0.1714285714285713,-0.1278195488721805,-0.1212121212121212,-0.0491803278688525,-0.0169491525423728,-0.1042471042471042,0.0642201834862385,0.0357142857142858,0.0545454545454544,0.1317073170731706,0.1207729468599034,0.1958762886597937,0.310734463276836,0.2340425531914893,0.4777070063694266,0.3892215568862276,0.183673469387755,0.1599999999999999
44601,0.4401098963,0.0675458927,86.055811808,0.0172276247,0.4202412343,1.3053596121,0.1470501807,0.1579827785,0.6271274882,0.0049622766,0.1534049876,0.1039698384,1.2339570253,-0.015802836,0.1039698384,11.0,0.0192150061,0.065648507,0.0215197679,-0.122989115,0.011938566,0.0775172373,-0.015253366,0.1489161701,0.1623879494,0.5430005726,0.0,1.7504596005,-0.005016203,0.9727587381,0.0221117269,430.19787823,5.9822904974,0.2472283319,0.0,0.0,1.0,0.0,0.0,1.1828925238,3.0,-0.659770478,-0.081920108,0.0248799122,-0.364483086,-0.411701122,0.2247830295,0.0097803011,-10.12795158,0.0432569654,13.619431803,-0.000720311,0.0195737753,0.0389729385,0.0544664969,0.0045905742,-0.035183492,1.0,-0.000336134,0.513124035,-0.0401889,6.0,12.361658723,0.3558332497,0.0,0.0297029708,0.0134925396,0.0160971178,0.8591808517,1.618745277,1.0462979e-08,4.2695365e-08,1.2512412674,1.5656047092,0.0835027744,0.0311175032,-0.225467115,0.3021431335,0.0562130177514792,-0.0272479564032697,0.0593471810089021,0.2352941176470588,0.2101694915254237,0.2395833333333332,0.2934782608695652,0.475206611570248,0.3320895522388059,0.2614840989399294,0.4279999999999999,0.405511811023622,0.2981818181818181,0.3173431734317342,0.2184300341296927,0.1939799331103679,0.39453125,0.475206611570248,0.5063291139240507,0.4691358024691359,0.4875,0.7,0.75,0.8402061855670102,0.6919431279620853,0.6451612903225807,0.7414634146341463,0.7939698492462313,0.6376146788990826,-0.1774193548387096,-0.0916030534351145,-0.053050397877984,-0.0351351351351351,-0.0555555555555555,-0.0083333333333333,0.0288184438040346,0.0984615384615383,0.1704918032786886,0.2395833333333332,0.1821192052980131,0.2310344827586206,0.2060810810810811,0.3999999999999999,0.5726872246696035,0.5256410256410255,0.7414634146341463,0.8214285714285714,0.849740932642487,0.7414634146341463
42438,0.4105975242,0.0598828265,-2.449419893,0.0101237232,1.2068641265,6.2658512639,0.0900727917,0.6571260589,0.5805146972,0.0028685259,0.9547591657,0.1474563019,3.193167168,-0.131333049,0.1474563019,11.0,0.1780886345,0.4545454545,0.429438366,-0.140913134,-0.107821579,0.1563359131,-0.14451041,0.3075659586,0.1447892377,0.5572036122,0.0,1.6655118712,0.0739038521,0.7290137507,0.1323041967,64.169855577,13.299364762,0.0847432761,0.0,0.0,0.0,1.0,0.0,1.5254887892,2.0,-0.175344304,0.2014855241,0.3888796498,-0.233398705,0.3755438033,0.8927949711,0.0852902648,147.54419956,0.0746244585,12.497668922,-0.006714244,0.0029715874,0.0133200387,0.2337282981,0.0126679402,0.0011061938,0.0,-0.002406899,2.474818797,-0.192540318,2.0,11.636080711,0.5823831536,0.0,0.0532544367,0.023518462,0.0226939975,0.5400764269,1.2120463106,2.8552905e-08,4.7000182e-08,1.2914300106,1.6677914724,-0.118560106,0.042641408,0.0570886866,0.0511528987,-0.0793650793650794,-0.1042471042471042,-0.1830985915492957,-0.1111111111111111,-0.09375,-0.021097046413502,0.0131004366812226,0.0790697674418605,-0.0607287449392712,-0.0607287449392712,-0.0042918454935622,0.0131004366812226,0.0691244239631336,0.2340425531914893,0.1207729468599034,0.0943396226415094,0.288888888888889,0.2275132275132274,0.2340425531914893,0.2747252747252746,0.2473118279569892,0.3727810650887573,0.303370786516854,0.4499999999999999,0.2340425531914893,0.1958762886597937,0.2747252747252746,0.2210526315789474,0.2083333333333332,0.0740740740740741,-0.0085470085470085,0.0497737556561086,-0.0085470085470085,-0.0972762645914396,-0.0645161290322581,-0.239344262295082,-0.1594202898550725,-0.0719999999999999,-0.1830985915492957,-0.1470588235294118,-0.11787072243346,-0.1212121212121212,0.031111111111111,0.0131004366812226,0.1207729468599034,0.2083333333333332,0.2608695652173913,0.406060606060606,0.4777070063694266
55044,0.7849048401,0.0823292266,-2.54597645,0.0359566527,0.3372785688,1.6665943735,0.1393251607,0.036981173,0.4688079865,-0.002286088,-0.039397993,0.081558508,1.0918556554,-0.007562405,0.081558508,11.0,0.0264013041,0.0470409712,-0.049677588,0.0126391942,0.0835637247,0.0797356512,-0.066321246,0.0511312463,0.0736647659,0.5788203593,0.0,3.1687820356,0.0678816914,1.5045561793,0.0148657247,42.955205811,4.5742095594,0.2770632186,0.0,0.0,1.0,0.0,1.0,0.676026022,5.0,-0.113056893,-0.1708319,-0.046474195,0.3701464712,-0.334296493,0.6950173366,-0.709750169,-141.0195717,0.0294676945,11.353270079,-0.000245027,0.0184138788,0.0265124742,0.0455436631,0.0213990344,-0.011636871,1.0,-0.00273262,0.5,-0.022321429,3.0,10.642790478,0.2911748173,0.0,0.0402010046,0.0149096449,0.0135188939,0.841904778,0.7830312751,1.7994298e-07,1.1052632724,0.5477488145,0.3000287638,-0.053303311,0.0213051713,0.2783196818,0.0196326961,0.0,0.0,0.0292887029288702,0.0249999999999999,0.0207468879668049,0.1031390134529148,0.1495327102803738,0.3369565217391304,0.4057142857142857,0.3591160220994476,0.3977272727272727,0.3820224719101124,0.3369565217391304,0.3297297297297297,0.3225806451612902,0.3666666666666667,0.3666666666666667,0.3743016759776536,0.3516483516483517,0.3297297297297297,0.3297297297297297,0.5668789808917198,0.5185185185185186,0.5870967741935484,0.4909090909090909,0.4819277108433735,0.5279503105590062,0.3743016759776536,0.5471698113207548,0.3225806451612902,0.4219653179190752,0.3977272727272727,0.4137931034482758,0.4137931034482758,0.3225806451612902,0.3442622950819671,0.3898305084745763,0.3666666666666667,0.3155080213903742,0.5769230769230769,0.607843137254902,0.5375000000000001,0.7202797202797202,0.8778625954198473,0.8923076923076922,0.9523809523809524,0.9838709677419356,0.8778625954198473,0.8778625954198473
55108,0.7325326728,0.0178369527,-11.73850832,0.0277647656,2.7291392086,6.2252727234,0.0570836974,-0.062912375,0.2586436209,0.003884151,-0.094764886,0.0779354145,15.632934132,-0.261006954,0.0779354145,12.0,-0.022704171,0.0456366657,0.3761878058,0.3311232058,-0.104002244,0.0999042479,1.5022312106,-0.044503299,0.0784750014,0.5294331324,0.0,1.3136568637,0.0364697377,0.8601154123,0.0698998438,58.633519441,6.0832941938,0.048893145,0.0,0.0,1.0,0.0,0.0,1.1524762751,4.0,0.3430127017,0.1969957102,-0.000766525,-0.100991447,69.117110391,3.8215841079,-0.081776058,40.417019608,0.0279510998,11.000269,-0.006793793,0.0001681564,0.0007946344,-0.205920401,0.0363184242,-0.00588295,0.0,-0.00791875,0.4545454545,-0.048915915,1.0,7.0885131138,0.0307493012,0.0,0.0190476198,0.013316543,0.009123082,0.9964942721,0.2239116174,1.2745405e-06,1.9090913059,0.9715930881,0.9439931289,-0.118442886,0.0404234863,-0.13677163,0.0700009694,0.0406504065040651,-0.0077519379844961,0.024,0.0756302521008402,0.0491803278688525,0.1130434782608695,0.2673267326732673,0.3617021276595744,-0.0153846153846153,-0.0153846153846153,0.0578512396694215,0.0158730158730158,-0.0791366906474819,-0.044776119402985,-0.1048951048951049,-0.0518518518518518,0.0756302521008402,0.1034482758620689,-0.0229007633587786,0.0078740157480314,0.0847457627118644,0.2549019607843137,0.1327433628318584,0.28,0.1851851851851851,0.4065934065934067,0.4222222222222223,0.292929292929293,0.032258064516129,0.1851851851851851,0.2190476190476191,0.0,-0.0588235294117647,-0.037593984962406,-0.5733333333333333,-0.5444839857651246,-0.518796992481203,-0.5205992509363295,-0.5076923076923077,-0.4155251141552512,-0.1794871794871795,-0.1688311688311687,0.0078740157480314,0.1636363636363635,0.2075471698113207,0.28,0.3195876288659793,0.1428571428571428,0.2190476190476191
52003,0.4139006052,0.042814353,28.256388416,0.0095238095,0.6019316584,1.6671679198,0.0942062601,-0.000853766,0.3399309773,0.0,0.0878018603,0.1027843442,2.439748715,-0.06164191,0.1027843442,12.0,-0.033912578,0.0689655172,-0.060069892,-0.246649614,-0.048613422,0.1517833897,0.0042273766,0.0649342841,-0.106728232,0.3821864605,0.0,1.2978954725,0.0859180077,1.0296652947,0.5690330407,116.15502555,24.174082609,0.222189299,0.0,0.0,0.0,0.0,0.0,0.6632453826,1.0,0.0589455094,-0.302397173,-0.054918031,0.0781084189,-0.344415066,0.6572639854,0.3816201911,-104.0406568,0.054292764,11.351162132,-0.000156323,0.0091073824,0.0198466627,-0.013643866,0.0141292574,-0.018453622,2.0,0.0005868329,0.096163428,-0.012446657,4.0,10.700211784,0.9849143442,0.0,0.0238095243,0.009135639,0.0073522296,1.2931971916,4.4482806909,4.9121965e-08,4.472606e-08,1.3606040255,1.8512433143,-0.018356882,0.0480360354,-0.253982686,0.0436113158,0.1666666666666667,0.1052631578947369,0.5272727272727273,0.4736842105263157,0.3999999999999999,0.2727272727272727,0.5,0.5849056603773586,0.4736842105263157,0.2173913043478261,0.2352941176470588,0.2352941176470588,0.0909090909090908,0.024390243902439,-0.0117647058823529,-0.0117647058823529,0.1999999999999999,0.1351351351351351,0.1052631578947369,0.1351351351351351,0.0909090909090908,0.2727272727272727,0.1830985915492957,0.2923076923076924,0.2352941176470588,0.3125,0.3125,0.2173913043478261,0.0370370370370369,0.1830985915492957,0.1830985915492957,0.05,0.024390243902439,-0.4473684210526315,-0.1923076923076923,-0.1764705882352941,-0.0666666666666666,-0.0666666666666666,0.05,-0.1428571428571429,-0.0344827586206896,0.0769230769230768,0.1052631578947369,0.5272727272727273,0.826086956521739,0.9090909090909092,0.7872340425531914,0.9090909090909092,0.7142857142857142
41419,0.648630253,-0.035068468,-3.824188723,0.0,0.814734259,4.1565558918,-0.093690957,0.1022182786,0.5167141456,0.0053576438,0.2528507685,0.0982876743,3.9112446959,-0.172229827,0.0982876743,12.0,0.0800536712,-0.054054054,-0.053479907,-0.169837712,-0.106449634,0.146429366,0.1797994056,0.0897865782,-0.042399722,0.4544875984,0.0,1.3979417854,-0.045810407,0.6268014452,-0.179279375,45.357780785,17.834211226,0.0078378927,0.0,0.0,1.0,0.0,0.0,0.9886677773,0.0,0.0919481543,-0.261835919,-0.170168495,1.7611941373,-0.562635887,0.726693397,0.4617948598,-106.844244,0.1309762287,11.013132507,-0.002798957,0.0035759984,0.0080677538,-0.081428022,0.0486980952,-0.004520621,1.0,-0.003243947,-0.14073386,0.0010080636,2.0,9.111527816,0.2671488178,0.0,0.1818181872,0.0531242233,0.0628960293,0.7142060165,1.6292797731,2.4889851e-07,4.3919079e-08,2.5850927757,6.6827046587,0.0661483307,0.0692796384,-0.097782261,0.0696191221,-0.097560975609756,-0.26,0.0277777777777776,0.2333333333333334,0.15625,0.15625,0.3214285714285714,0.0882352941176469,0.0882352941176469,0.0277777777777776,-0.0749999999999999,-0.119047619047619,-0.159090909090909,-0.3148148148148147,-0.3148148148148147,-0.4032258064516129,-0.2884615384615384,-0.3392857142857143,-0.3392857142857143,-0.2884615384615384,-0.2884615384615384,-0.159090909090909,-0.1956521739130434,-0.2291666666666666,-0.3392857142857143,-0.4393939393939394,-0.4558823529411765,-0.5,-0.4714285714285714,-0.513157894736842,-0.5,-0.5697674418604651,-0.5697674418604651,-0.5978260869565217,-0.6372549019607843,-0.6442307692307692,-0.5256410256410257,-0.5487804878048781,-0.5256410256410257,-0.5697674418604651,-0.5595238095238095,-0.6063829787234043,-0.4558823529411765,-0.2291666666666666,-0.3833333333333333,-0.2291666666666666,-0.1956521739130434,-0.0749999999999999,-0.1956521739130434
47175,0.2673318747,0.0529465509,41.369828259,0.0027097209,0.3177706715,1.6962564016,0.1753712861,0.27466257,1.0749844544,0.0077340945,0.2932151314,0.1113370043,1.1004495709,-0.005318458,0.1113370043,12.0,0.1979605292,0.1996838778,0.3587653646,0.4468723448,-0.003362808,0.0604804541,-0.041427471,0.4853610488,0.2551334876,0.5258648375,0.0,1.7138048411,-0.215203269,0.2416036309,-0.747635656,137.68345043,73.373894956,0.2384772275,0.0,0.0,1.0,0.0,0.0,2.2912005419,2.0,0.0420814917,-0.054575787,0.0246492603,-0.157559527,0.5873664683,0.4440427063,0.3131535406,222.18614616,0.1188409209,13.415601859,0.0020952866,0.0155655582,0.0339709408,0.0778548605,0.0277122842,-0.019260511,0.0,4.92308e-05,-0.261605762,-0.015923697,5.0,13.520306936,1.4247818341,0.0,0.0456431545,0.0268915028,0.0319301915,0.8181677537,5.2235983438,6.0127766e-09,1.3912192e-08,2.3348307445,5.4514346053,0.1718567491,0.0518207132,-0.60410963,0.0192934726,-0.4568245125348189,-0.4196428571428571,-0.3585526315789473,-0.1136363636363636,-0.0201005025125627,-0.0101522842639594,0.1016949152542372,0.21875,0.0540540540540539,0.0833333333333332,0.015625,0.0103626943005181,-0.025,-0.0930232558139535,-0.1772151898734176,-0.1371681415929203,0.1403508771929824,0.0597826086956521,-0.048780487804878,-0.025,-0.0972222222222222,0.0833333333333332,0.3,0.56,0.6666666666666667,0.6666666666666667,0.7105263157894737,0.8396226415094339,0.5,0.652542372881356,-0.4813829787234043,-0.4144144144144144,-0.336734693877551,-0.3060498220640569,-0.3275862068965517,-0.0887850467289719,0.0427807486631015,0.4444444444444444,-0.0298507462686566,0.0597826086956521,0.5,0.5853658536585367,0.5476190476190477,1.03125,0.9696969696969696,1.191011235955056,1.3214285714285716,1.8676470588235292,1.91044776119403
15712,0.4347031443,0.0840657357,14.297121926,0.0197498496,0.3499813179,1.394128115,0.2082898914,0.1694326573,0.5254281119,1.0207830766,0.1521164462,0.1393809776,1.2067588742,-0.017381337,0.1393809776,12.0,0.0433152121,0.0353982301,0.0579849727,-0.139841212,0.0651388168,0.1174812514,0.0659870442,0.1552264387,0.1837568809,0.5764343,0.0,2.7813238593,0.1637128827,1.4117979135,0.1700635918,57.598063841,6.9167190328,0.3632823474,0.0,0.0,0.0,0.0,0.0,0.9292937654,3.0,-0.001328997,-0.072579197,-0.286569701,-0.577174418,-0.8298154,0.0855232617,-0.679292114,679.18744234,0.0759736259,13.950478418,0.002245093,0.0292271362,0.0527579405,0.0231642015,0.0183555322,-0.01626428,1.0,0.000527991,0.4019778941,0.111617852,6.0,15.453567414,1.9592507645,0.0,0.011933174,0.0062425452,0.0086770431,1.5892296236,3.5214166136,1.328286e-08,3.5887643e-08,1.2544561673,1.5736602757,-0.338377143,0.0509254487,0.0907718024,0.3699582842,0.0068493150684931,-0.0392156862745097,0.0137931034482758,0.1439688715953306,0.1666666666666667,0.3486238532110091,0.4202898550724638,0.6243093922651934,0.6333333333333333,0.5891891891891892,0.6799999999999999,0.7604790419161678,0.7818181818181817,0.6424581005586592,-0.1453488372093023,-0.08125,-0.0454545454545454,0.0929368029739776,0.0970149253731342,0.1136363636363635,0.11787072243346,0.2352941176470588,0.05,0.1807228915662651,0.2672413793103447,0.2951541850220265,0.2782608695652173,0.0808823529411764,-0.0067567567567567,-0.0981595092024539,-0.0754716981132075,-0.1623931623931623,-0.0636942675159235,-0.0636942675159235,-0.0925925925925925,0.1439688715953306,0.4411764705882353,0.4411764705882353,0.5233160621761659,0.6896551724137931,0.7294117647058824,0.8490566037735849,0.9342105263157894,1.4705882352941178,1.5128205128205128,1.6972477064220182,1.826923076923077,2.0309278350515463,1.8823529411764703
