firms,clusters,mom1
54594,27,-0.2712238147739801
13056,17,-0.140552995391705
50091,11,-0.0196589769307924
14526,29,-0.0760975609756097
11581,4,-0.3756067961165049
15203,10,-0.0326975476839237
16126,24,-0.0964285714285714
17137,23,-0.7082066869300911
85914,21,0.0285510349750177
84839,6,0.203125
20670,30,-0.4845360824742267
64899,29,-0.0986301369863013
22905,20,-0.0616863905325443
23660,18,-0.1081318681318681
23975,27,-0.1311799604482532
82542,29,-0.1640696608615949
56274,25,-0.1181286549707603
31668,7,-0.100502512562814
32046,5,-0.2783018867924528
47511,29,-0.2689901697944593
53866,15,-0.0118833273316527
60628,28,-0.1517471535139378
57330,24,-0.0767085076708509
37875,14,-0.183965640658554
20765,23,-0.1275862068965517
17144,26,-0.112764158918005
39328,5,0.012
26657,12,-0.4283707865168539
41452,3,-0.0410697230181472
89888,20,-0.5497368421052632
84226,3,-0.1696735395189004
61145,8,-0.5
64020,28,-0.0947136563876651
51423,3,-0.1984511132623427
52090,27,-0.0215355805243444
53613,2,-0.1344086021505376
54114,8,-0.0828025477707006
55213,1,-0.0806451612903226
51377,8,0.0749506903353056
57665,7,-0.0822099447513812
67010,19,0.2738853503184713
35107,21,-0.1048433048433048
61621,18,-0.0918073281185672
51692,1,-0.4
64742,10,-0.0265060240963854
65307,18,-0.1194151096669374
66852,3,-0.1978609625668449
46922,1,0.0
67193,29,-0.0670908039329092
77354,2,0.0100917431192659
69199,25,-0.0567656765676568
38850,29,-0.2051792828685258
72128,11,-0.2209944751381216
72486,3,0.1241877256317689
44951,7,-0.1100342075256556
65429,4,-0.0622837370242215
74500,8,0.0468235294117647
74740,28,-0.051383399209486
65752,5,-0.3356962025316455
40694,13,-0.2910612065169529
76129,5,-0.0472103004291845
65306,25,-0.0868902439024389
92874,3,-0.504950495049505
81294,11,-0.018348623853211
19502,21,-0.1295147756293323
81614,13,-0.0612244897959184
51086,23,-0.267631103074141
83601,29,-0.1848906560636184
62042,28,-0.4364896073903003
88867,26,-0.1901840490797546
21785,2,-0.1233766233766233
10044,3,-0.1091158941419881
10104,26,-0.0766488413547237
75510,29,-0.1351631279129984
11161,19,-0.2571428571428571
75033,4,-0.3791574279379157
75110,1,-0.2
12211,24,-0.0673076923076922
75434,19,-0.3506493506493506
80297,1,0.0655172413793103
75976,15,-0.1880015284677111
77488,24,-0.0710594315245477
76355,1,0.3097619047619049
76858,8,-0.1142857142857142
76279,13,0.3156899810964082
76568,3,-0.0759753593429158
76990,24,-0.1673497267759564
76605,15,0.0702836932801564
76752,18,-0.0656506447831183
77163,15,0.0061124694376528
77478,2,0.0025773195876288
79580,20,-0.1839999999999999
77637,16,0.0048661800486617
77669,10,-0.1263157894736841
79094,23,-0.2886597938144331
87055,24,-0.059737952476127
79866,26,-0.270690094219506
80032,26,-0.1604316546762589
80393,20,-0.0833444444444444
80553,19,-0.2222222222222221
80719,23,-0.3225225225225225
80763,30,-0.3706293706293706
81655,5,0.0350877192982457
82777,11,-0.1071220081727962
83148,29,-0.1345454545454546
83597,11,-0.0316582914572863
20598,20,-0.1772525849335301
89508,2,0.1402660217654172
84746,1,0.0
84785,11,-0.2079002079002078
85040,12,-0.1481481481481481
85982,26,-0.2352256186317322
85272,12,-0.2671232876712328
85394,15,0.025766871165644
85796,2,-0.0671296296296296
85972,13,0.0399809614469299
87092,25,-0.0971962616822429
87184,11,-0.0655290102389078
87214,17,-0.065934065934066
87800,6,-0.0560625814863102
88193,2,0.1646341463414633
88668,15,0.0027609781751247
88841,29,-0.0497581202487906
88873,11,-0.1161048689138577
89271,29,-0.0900473933649288
89216,18,-0.1470040937848902
89900,24,-0.0345276872964168
90386,20,0.2068965517241379
90179,25,-0.1272058823529411
50906,12,-0.4398422090729783
10568,10,0.17995
