firms,absacc,acc,age,agr,chpmia,currat,depr,egr,grltnoa,herf,invest,pchcurrat,pchdepr,pchquick,pchsale_pchinvt,pchsale_pchrect,pctacc,quick,sgr,Mom_1,Mom_2,Mom_3,Mom_4,Mom_5,Mom_6,Mom_7,Mom_8,Mom_9,Mom_10,Mom_11,Mom_12,Mom_13,Mom_14,Mom_15,Mom_16,Mom_17,Mom_18,Mom_19,Mom_20,Mom_21,Mom_22,Mom_23,Mom_24,Mom_25,Mom_26,Mom_27,Mom_28,Mom_29,Mom_30,Mom_31,Mom_32,Mom_33,Mom_34,Mom_35,Mom_36,Mom_37,Mom_38,Mom_39,Mom_40,Mom_41,Mom_42,Mom_43,Mom_44,Mom_45,Mom_46,Mom_47,Mom_48,Mom_49
BACQ_71-L^J02,0.1114775529607511,-0.1114775529607511,9.0,-0.038750655556203,-0.2172043138674711,0.909863609408974,0.0809958223207434,0.0179411442949348,-0.0610274237157165,5.5179387459305245e-06,0.066196608589243,0.012144494643547,0.1136925569102225,-0.2789975781603455,0.0274655057653525,0.1102965968820995,-2.2711864406779663,0.3447321605060289,0.1120633813343963,-0.0292887029288704,0.0301724137931036,-0.0401606425702811,0.091324200913242,-0.559040590405904,-0.5956006768189509,-0.5350194552529182,-0.5473484848484849,-0.5181451612903225,-0.5313725490196077,-0.4947145877378436,-0.54820415879017,-0.6094771241830066,-0.6043046357615893,-0.6212361331220284,-0.5956006768189509,-0.6188197767145135,-0.6043046357615893,-0.5962837837837838,-0.5886402753872633,-0.6101141924959217,-0.6016666666666666,-0.6151368760064412,-0.600334448160535,-0.6126418152350082,-0.5865051903114187,-0.5532710280373832,-0.5421455938697317,-0.5557620817843866,-0.5295275590551181,-0.4024999999999999,-0.454337899543379,-0.4268585131894484,-0.3934010152284264,-0.2970588235294117,-0.3324022346368714,-0.224025974025974,-0.2388535031847133,-0.1213235294117647,-0.152482269503546,-0.1245421245421245,-0.1371841155234656,-0.0807692307692307,0.0213675213675215,-0.06640625,0.0575221238938055,0.0436681222707424,0.0482456140350877,0.0963302752293577
BALZ_07-L^I10,0.028211462184693,-0.028211462184693,10.0,0.0219924914304369,-0.1565450456005615,2.1582009157015887,0.2932646212847555,0.0675062019089265,-0.0113125702999283,1.4871794098832924e-08,-0.0196855106371401,-0.0096342587485635,-0.0319136558585792,0.0104336357594083,-0.0239793655479703,-0.0269268402687756,-0.3392880258899677,1.704713169943442,-0.0803568593834333,0.2142857142857144,-0.0232558139534884,0.0769230769230768,0.0,0.0769230769230768,0.0499999999999998,0.0499999999999998,0.1666666666666667,0.1666666666666667,0.1666666666666667,0.3999999999999999,0.3999999999999999,0.3125,0.2352941176470586,0.024390243902439,0.0499999999999998,0.1052631578947367,0.1666666666666667,0.2727272727272727,0.2352941176470586,0.1666666666666667,0.3125,0.4482758620689655,0.4482758620689655,0.4999999999999998,0.3548387096774192,0.5555555555555554,0.6153846153846152,0.826086956521739,0.826086956521739,0.75,0.6799999999999999,0.6153846153846152,0.75,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0999999999999996,1.0,0.909090909090909,0.826086956521739,0.826086956521739,0.6153846153846152,0.5555555555555554,0.4482758620689655,0.3999999999999999,0.3125,0.2352941176470586,0.1999999999999999
BAMD_17-L^J98,0.006616110691122,-0.006616110691122,9.0,0.2759953027639453,-0.1308118604198903,1.4497230670615062,0.070531720444922,0.0885401189833655,0.010325235692532,7.558795179897965e-08,0.0991182176650628,0.1078766168920796,-0.0504828825837672,0.0684299553759657,-0.6329725441464642,-0.1050893585137857,-0.1388709469060845,1.269354424082983,0.1509468879156127,0.375886524822695,0.1848739495798319,0.0888030888030888,0.0444444444444442,0.014388489208633,0.2207792207792207,0.119047619047619,0.119047619047619,-0.06,0.0291970802919707,-0.0723684210526316,-0.0844155844155845,-0.0662251655629139,-0.0242214532871973,-0.1132075471698114,0.0035587188612098,0.205128205128205,0.1370967741935482,0.1370967741935482,0.1370967741935482,0.2589285714285712,0.2760180995475112,0.3364928909952607,0.2818181818181817,0.3177570093457942,0.323943661971831,0.4099999999999999,0.3557692307692306,0.3364928909952607,0.3891625615763547,0.3689320388349513,0.3823529411764705,0.3756097560975611,0.3960396039603959,0.7407407407407405,0.6987951807228916,0.7961783439490444,0.9448275862068964,0.9054054054054052,0.7407407407407405,0.5932203389830508,0.709090909090909,0.7848101265822782,0.6785714285714286,0.5494505494505493,0.5932203389830508,0.7195121951219512,0.831168831168831,0.3891625615763547
BBOU_00-L,0.1381098655602984,-0.1381098655602984,10.0,1.2083706642774863,-0.6597070986076589,1.0035160038797284,0.1859614105123087,0.0895953757225433,0.2798101089081262,0.0002465070293636,0.3203634967362089,-0.2804451736886921,1.04674508425497,0.0952233663411003,1.956056510597436,1.659093979454879,-1.2937219730941705,0.7324199806013579,2.1536997885835096,-0.0315068493150684,-0.0094979647218453,0.1477987421383646,0.3248638838475499,0.1265432098765431,0.1532385466034755,0.1514195583596214,0.0719530102790015,0.1496062992125983,0.0879284649776452,0.0533910533910533,0.1077389984825494,0.2564543889845094,0.2629757785467126,0.379962192816635,0.4541832669322709,0.3773584905660376,0.4202334630350195,0.4341846758349705,0.3644859813084113,0.3200723327305605,0.3619402985074627,0.3345521023765996,0.3619402985074627,0.3059033989266546,0.3568773234200744,0.3747645951035783,0.3747645951035783,0.3296903460837885,0.3721804511278195,0.2457337883959043,0.212624584717608,0.2673611111111111,0.2717770034843205,0.3059033989266546,0.3176895306859204,0.3468634686346863,0.3851992409867173,0.4989733059548253,0.4989733059548253,0.4011516314779271,0.3957934990439768,0.3443830570902395,0.3931297709923662,0.2943262411347518,0.4147286821705425,0.4398422090729781,0.3369963369963369,0.3129496402877698
BBQS_26-L^G99,0.0733771192912784,-0.0733771192912784,9.0,-0.0462548492987168,-0.0799933310931268,1.770366683258669,0.1156758803483528,-0.0216284987277355,-0.0581029479150742,1.0605594553141016e-05,-0.0475678901820352,0.0360340054750595,-0.0058222356646134,0.0342610208663788,-0.0063231887698314,0.0629123880801611,-1.6844319775596075,1.0174216027874563,-0.0358355925337322,0.0055710306406684,-0.0110192837465564,0.0780780780780781,0.2422145328719722,0.2087542087542087,0.1618122977346279,0.0527859237536656,0.0652818991097923,0.1080246913580245,0.1289308176100627,0.0945121951219511,0.0227920227920228,-0.0137362637362637,-0.0626631853785901,-0.081841432225064,-0.0349462365591398,-0.1025,-0.0110192837465564,0.0198863636363635,-0.0082872928176795,-0.0375335120643431,-0.0082872928176795,0.0257142857142855,-0.0137362637362637,0.0027932960893854,-0.0297297297297298,0.0405797101449274,0.0084269662921347,0.0621301775147928,0.1580645161290321,0.0813253012048191,0.0257142857142855,-0.0651041666666666,-0.0888324873096446,0.0027932960893854,-0.0244565217391304,-0.0297297297297298,-0.0349462365591398,0.0027932960893854,0.0257142857142855,0.0027932960893854,0.1080246913580245,0.0748502994011977,0.0375722543352601,0.0027932960893854,0.0558823529411764,0.1732026143790848,0.1149068322981365,0.0621301775147928
BBTU_63-L^C18,0.0705064089741025,-0.0705064089741025,9.0,0.1005559506108991,0.4090795236821807,0.4153820924893408,0.0233869283775318,-0.0284094196609384,0.0828165633126624,1.6133499613915604e-05,0.0565324196780658,-0.5187220805816266,-0.1654510686266151,-0.5182737288964472,-0.0138922145434006,-0.1029475233117125,-1.5172185430463578,0.4011971138078058,-0.0021963081106521,-0.0158536585365852,0.0061349693251533,0.105121293800539,0.1714285714285712,0.2872841444270013,0.2368024132730013,0.277258566978193,0.2293853073463267,0.2933753943217665,0.4041095890410957,0.3666666666666665,0.4211438474870017,0.4616755793226379,0.5355805243445693,0.4855072463768115,0.4616755793226379,0.4721723518850986,0.6666666666666665,0.7118997912317326,0.6237623762376237,0.6302186878727631,0.7826086956521738,0.8764302059496565,0.7710583153347732,0.7596566523605148,0.7982456140350878,0.8262806236080176,1.0098039215686274,1.3229461756373937,1.376811594202898,1.0865139949109412,0.9854721549636802,1.0499999999999998,0.9854721549636802,0.9854721549636802,0.8764302059496565,0.9114219114219112,0.9854721549636802,0.9294117647058822,1.0246913580246917,0.9854721549636802,1.1635883905013191,1.2651933701657456,1.2343324250681196,1.0347394540942925,0.975903614457831,1.1983914209115278,1.0865139949109412,0.8262806236080176
BBVN_02-L^I99,0.0355630821337849,-0.0355630821337849,10.0,-0.0498678996036988,-0.0628938729399943,1.3557760453579024,0.2065404475043029,-0.0444203683640302,-0.0413209144792546,1.3170456944613273e-07,-0.0260898282694847,-0.0475896609903433,0.1264264742041395,-0.0794208475439237,-0.0294089333846746,-0.0313421285377357,-0.6034482758620691,0.9199149539333809,0.0165094339622642,0.0841584158415842,0.0918918918918918,0.1284916201117318,0.2948717948717949,0.2392638036809817,0.3289473684210526,0.3289473684210526,0.2023809523809523,0.2317073170731707,0.2023809523809523,0.160919540229885,0.160919540229885,0.1222222222222222,0.1412429378531072,0.2023809523809523,0.2095808383233532,0.2168674698795181,0.2168674698795181,0.2948717948717949,0.3116883116883115,0.2784810126582278,0.3289473684210526,0.3289473684210526,0.3289473684210526,0.3835616438356164,0.6160000000000001,0.7876106194690267,0.6290322580645162,0.578125,0.5419847328244274,0.5419847328244274,0.5074626865671641,0.565891472868217,0.6557377049180328,0.8363636363636362,0.8035714285714284,0.8532110091743117,1.02,1.104166666666667,1.1956521739130437,1.21978021978022,1.4337349397590362,1.3488372093023258,1.3488372093023258,1.1263157894736842,1.3488372093023258,1.4938271604938271,1.21978021978022,1.1956521739130437
BCPS_48-L^C06,0.056855716097118,-0.056855716097118,9.0,0.0151417170076181,0.2504988052064548,1.1090455678984357,0.0450979373408842,0.0821036548590729,-0.0437375745526743,3.879337280337608e-05,-0.0438636614564439,-0.0373139657502982,-0.2159866155778414,0.1406080347883724,0.5035264181005197,-0.6838991502879308,-1.0906906906906908,1.0387667195647243,-0.1654538274947819,-0.0576923076923077,-0.0078563411896745,0.0940594059405941,0.2628571428571429,0.277456647398844,0.3663060278207111,0.2756132756132756,0.3213751868460388,0.3496183206106871,0.4304207119741101,0.4444444444444444,0.3834115805946791,0.4491803278688524,0.4468085106382977,0.3434650455927051,0.3558282208588958,0.4983050847457626,0.4983050847457626,0.4733333333333334,0.4009508716323298,0.7098646034816247,0.8040816326530611,0.8189300411522633,0.690248565965583,0.6838095238095239,0.664783427495292,0.6742424242424241,0.634011090573013,0.8571428571428572,0.8264462809917357,0.8226804123711342,0.8114754098360655,0.5956678700361011,0.5294117647058822,0.516295025728988,0.4143999999999999,0.5267702936096719,0.5294117647058822,0.5590828924162257,0.5267702936096719,0.4491803278688524,0.4563426688632619,0.3855799373040751,0.4420880913539968,0.2980910425844347,0.3455098934550988,0.3812499999999998,0.4189406099518458,0.2468265162200282
BCQE_67-L^A14,0.0786609245864169,-0.0786609245864169,10.0,0.2776649101644341,-0.0014717160975278,1.3044273461150355,0.1345513721429099,-0.1041707652960849,0.0443199397917753,1.4922644410939546e-05,0.1278331534505746,-0.2336952962370319,-0.0054579341469494,-0.1990187219845675,0.0718516188273759,-0.1733429324994324,-0.911793214862682,0.9414732593340064,0.2212424716334474,0.0994987468671679,0.0589171974522293,0.0679871520342612,0.2658629441624365,0.1439220183486238,0.2149817295980509,0.1555169417897479,0.0555555555555555,0.2523540489642184,0.251175917215428,0.3366834170854269,0.4244912531238842,0.48991784914115,0.3589918256130791,0.409893992932862,0.3233830845771144,0.2634578847371753,0.454081632653061,0.4239828693790148,0.3576046274242939,0.4932634730538923,0.5465116279069766,0.4728682170542635,0.5839618896387453,0.5934504792332269,0.535796766743649,0.6814159292035398,0.7176065432630219,0.721311475409836,0.7940647482014389,0.8227501142074005,0.8883104590629438,1.048254620123203,1.0161697827185447,1.1626016260162602,1.197136563876652,1.4373854612095296,1.49375,1.589227774172615,1.6959459459459456,1.4523663183773818,1.449355432780847,1.531725888324873,1.579185520361991,1.3892215568862274,1.267045454545454,1.4403669724770638,1.498434564809017,1.2044198895027622
BCUB_73-L^L00,0.0685468667521303,-0.0685468667521303,9.0,0.1094408653463772,-0.1843364811621853,1.7457448675206175,0.1261061946902655,0.2098613251155624,-0.022622728301031,3.218172946846874e-06,0.0450966356478168,-0.0478848145922213,0.0618327498858471,-0.0324982985778055,0.023510639213964,-0.0242739595463472,-0.6039867109634552,1.393226881909107,0.0978421900161031,0.1194029850746267,-0.0018621973929235,-0.0201096892138938,0.2265446224256293,0.1551724137931036,0.098360655737705,0.0094161958568739,-0.2011922503725781,-0.0915254237288135,0.0018691588785046,0.0367504835589942,-0.0496453900709218,0.0037453183520599,-0.0074074074074074,0.0094161958568739,-0.0324909747292417,-0.0790378006872851,-0.0254545454545453,-0.056338028169014,-0.0976430976430976,-0.0254545454545453,0.020952380952381,-0.0128913443830569,0.0132325141776938,-0.0128913443830569,0.0741482965931863,0.1006160164271048,0.1120331950207469,0.1677559912854032,0.2126696832579186,0.2407407407407407,0.2044943820224718,0.2494172494172495,0.2946859903381644,0.3467336683417086,0.3922077922077922,0.4765840220385675,0.4331550802139037,0.5626822157434404,0.5764705882352943,0.4031413612565446,0.4331550802139037,0.5014005602240899,0.5446685878962536,0.4486486486486487,0.3850129198966407,0.5270655270655273,0.4806629834254143,0.3009708737864078
